time,temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),precipitation_sum (mm),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
5/22/24,89.1,76.7,95.4,83.9,48698.48,45593.82,8.95,8.95,0,0,0,0,0,NaN,13.9,15.7,74,23.32,5.37
5/23/24,91.7,75.5,97.6,80,48750.56,45623,9,9,0,0,0,0,0,NaN,11.7,15.2,58,26.63,6.12
5/24/24,90.8,74.7,102.6,80,48801.14,45651.86,9,9,0,0,0,0,0,NaN,9.1,11.6,97,29.01,6.4
5/25/24,91.9,76.6,102.9,81.3,48850.16,43200,8.95,9,0.2,0.2,0,0,1,NaN,11.7,21,151,25.45,5.98
5/26/24,94.7,78.9,105.8,86.7,48897.55,45708.45,8.95,8.95,0,0,0,0,0,NaN,12.6,16.3,196,26.93,6.47
5/27/24,95.1,79.6,103.5,89.2,48943.23,45736.07,9.05,9.05,0,0,0,0,0,NaN,14.2,16.3,155,25.25,5.85
5/28/24,93.4,81.3,103.3,91.4,48987.14,40456.8,8.8,9.05,0.1,0.1,0,0,1,NaN,10.8,14.1,167,22.58,4.99
5/29/24,95.7,75.8,106.3,81.5,49029.23,45789.68,9,9,3.1,3.1,0,0,3,NaN,11.4,14.8,171,27.81,6.11
5/30/24,90.5,77.5,103.5,86.6,49069.41,36678.77,8.05,9,0,0,0,0,0,NaN,12,15.2,71,20.94,5.07
5/31/24,89.8,77.5,95.8,82.8,49107.63,45840.77,8.95,8.95,0,0,0,0,0,NaN,16.1,22.1,46,25.23,6.33
6/1/24,87.7,78.1,91.4,81.5,49143.95,44223.94,8.35,8.95,0,0,0,0,0,NaN,18.6,22.8,58,20.67,5.65
6/2/24,85.7,77.3,91.3,82.8,49178.64,20778.6,8.25,8.9,0,0,0,0,0,NaN,14.2,21.9,81,15.63,4.07
6/3/24,88,77.8,94.4,83.6,49211.72,32792.5,8.9,8.9,0,0,0,0,0,NaN,13.1,16.1,69,16.73,4.59
6/4/24,90.7,74.6,98.2,80.9,49243.15,45939.8,9,9,0,0,0,0,0,NaN,10.7,14.3,59,27.98,6.35
6/5/24,90.8,78.8,101.8,87.1,49272.91,43117.6,9,9,0,0,0,0,0,NaN,12.9,15.7,106,26.42,5.97
6/6/24,92.6,80.9,105.5,90.6,49300.96,40759.48,8.95,8.95,0,0,0,0,0,NaN,10.8,13.4,137,25.83,5.71
6/7/24,91.7,79.3,103.9,89.4,49327.27,28943.61,8.95,8.95,0.4,0.4,0,0,1,NaN,8.2,13.4,205,17.56,3.73
6/8/24,89.9,78.5,99.8,85,49351.83,30791.25,9,9,0,0,0,0,0,NaN,9.3,16.3,172,19.27,4.4
6/9/24,92.3,78.3,102.9,85.6,49374.6,34470.68,7.9,9,0.6,0.6,0,0,1,NaN,9.1,15.9,192,18.93,4.31
6/10/24,90.5,78,100,87.6,49395.55,41750.45,7.3,9.05,0,0,0,0,0,NaN,13.6,20.8,170,18.27,4.39
6/11/24,82.9,76.6,94.5,85.2,49414.66,1106.08,1.2,9.05,50.2,50.2,0,0,14,NaN,8.9,20.8,159,8.63,1.9
6/12/24,82.6,73.9,94.7,80.1,49431.9,0,6.3,9.1,73.9,73.9,0,0,15,NaN,13.7,31.8,158,8.06,1.72
6/13/24,86,75.7,97.2,81.1,49447.25,17801.29,2.3,9.05,3.4,3.4,0,0,8,NaN,9.8,29.3,179,17.28,3.58
6/14/24,85.8,76.7,97.2,84.1,49460.69,17733.4,7.8,9.05,0.9,0.9,0,0,4,NaN,7.5,17.9,181,16.7,3.46
6/15/24,83.4,78.2,92.6,88.4,49472.17,1608.93,1.3,9.05,1.5,1.5,0,0,5,NaN,4.8,10.1,138,9.23,2.14
6/16/24,90.3,78.5,102.1,88.2,49481.7,36131.85,3.95,9.1,0,0,0,0,0,NaN,10.7,13.9,60,25.76,5.6
6/17/24,87,79.2,94.1,83.7,49489.24,40817.43,7.8,9.05,0.1,0.1,0,0,1,NaN,19.4,25.9,70,18.17,4.37
6/18/24,89.5,78,97.5,82.5,49494.76,46226.33,8.7,9,0,0,0,0,0,NaN,14.2,23.7,74,24.77,5.89
6/19/24,88.2,79.1,95.4,85,49498.25,46239.8,8,8.8,0,0,0,0,0,NaN,18.1,23.3,74,23.38,5.32
6/20/24,88.7,78.5,96.4,85.8,49499.69,41143.51,8.85,8.85,0,0,0,0,0,NaN,15.9,23.3,61,21.87,5.07
6/21/24,90.6,78,100.7,87.9,49499.05,46141.42,8.8,8.9,0,0,0,0,0,NaN,11.4,15.2,90,20.41,4.65
6/22/24,89.4,77.9,101.4,84.4,49496.32,30269.84,8.55,9,5.2,5.2,0,0,6,NaN,12.4,23.7,106,18.74,3.95
6/23/24,87.6,76.4,96.3,81.8,49491.52,24493.51,5.05,8.95,0,0,0,0,0,NaN,12.8,21.9,100,17.44,3.86
6/24/24,88.1,77.1,99.2,84,49484.68,17149.57,8.85,9,35.2,35.2,0,0,4,NaN,9.7,21,112,14.41,3.15
6/25/24,86.2,77.3,97.4,86.6,49475.83,26646.29,8.7,9,22.5,22.5,0,0,5,NaN,9.7,16.1,230,18.62,3.67
6/26/24,88.4,78.5,103.8,89.3,49465,31040.5,8.4,9,13.1,13.1,0,0,1,NaN,8.6,11.4,199,21.1,4.33
6/27/24,89.5,78.5,103.7,88.6,49452.2,46314.97,8.45,8.95,0.2,0.2,0,0,1,NaN,12.5,18.8,180,26.79,5.52
6/28/24,89.8,80.2,105.3,88,49437.47,40659.34,8.65,9,0.3,0.3,0,0,1,NaN,8.7,15,144,23.5,4.99
6/29/24,92.2,78.8,103.8,88.3,49420.84,46325.36,9,9,0,0,0,0,0,NaN,12,16.8,66,26.11,5.69
6/30/24,82.1,74.9,92,83.2,49402.34,1783.82,3.9,8.95,36.4,36.4,0,0,11,NaN,7.5,16.1,54,7.05,1.58
7/1/24,86.2,75.9,95.1,84.7,49381.99,21639.51,8.15,9,12.8,12.8,0,0,6,NaN,11.3,15.4,107,15.79,3.28
7/2/24,89.6,80,102.7,89.7,49359.84,44549.61,8.7,9.05,0,0,0,0,0,NaN,9.7,14.5,116,28.05,5.77
7/3/24,89.5,81.2,100.6,91.8,49335.9,44827.57,8.95,8.95,0,0,0,0,0,NaN,12,15.2,79,24.04,5.21
7/4/24,92.4,80.3,104,90.8,49310.22,46332.66,8.95,8.95,0,0,0,0,0,NaN,10.3,15.2,71,25.34,5.6
7/5/24,91.3,80.7,105.2,92.2,49282.81,45812.41,8.75,8.95,0,0,0,0,0,NaN,10,11.4,78,22.09,5.01
7/6/24,90.4,80.2,101.7,90.5,49253.73,39513.62,8.15,8.95,0.1,0.1,0,0,1,NaN,7,11.4,117,18.62,4.2
7/7/24,92.6,80,105,90.5,49223,38269.58,7.55,8.95,0.1,0.1,0,0,1,NaN,12.9,15.7,130,22.14,5
7/8/24,93.1,81.8,105.7,92.8,49190.64,46272.95,7.85,9.05,0,0,0,0,0,NaN,11.4,16.3,147,26.18,5.74
7/9/24,93.1,81.3,106.8,88.7,49156.7,38166.38,8.45,8.95,0,0,0,0,0,NaN,9.4,13.4,117,24.59,5.47
7/10/24,92.5,79.1,108.6,84.3,49121.2,20936.78,5.85,9,0,0,0,0,0,NaN,7.5,17.2,44,17.92,4.3
7/11/24,89.4,78,97.1,83.7,49084.05,2249.6,3.4,9,2.8,2.8,0,0,5,NaN,12.8,18.3,189,11.37,2.82
7/12/24,90,77.6,100.3,85.5,49044.95,14584.15,8.45,9,0,0,0,0,0,NaN,9.5,12.1,181,16.07,3.69
7/13/24,90.8,78.7,101.5,88.4,49003.92,36700.48,8.3,9,0.9,0.9,0,0,1,NaN,10.6,14.3,78,21.49,4.86
7/14/24,92.2,81.9,100.5,92.1,48961.04,37819.17,8.3,9,0,0,0,0,0,NaN,14.8,18.8,78,18.64,4.75
7/15/24,90.4,80.2,103.3,89.4,48916.39,35194.26,8.95,8.95,0.1,0.1,0,0,1,NaN,9.2,13.9,97,20.82,4.64
7/16/24,92.7,80.7,101.7,90.3,48870.02,39069.16,7.8,8.95,0.6,0.6,0,0,1,NaN,10.3,13.9,98,22.17,5.18
7/17/24,94,80.7,104.2,89.6,48822,45934.34,8.75,8.95,0,0,0,0,0,NaN,10.8,16.1,85,22.65,5.44
7/18/24,95.3,81.6,106,90.3,48772.41,39456.61,8.85,8.95,0,0,0,0,0,NaN,11.6,18.6,118,25.43,5.99
7/19/24,92.6,82.7,104.4,91.3,48721.32,45841.64,8.5,8.9,0.5,0.5,0,0,1,NaN,10.9,16.1,130,23.85,5.6
7/20/24,93.8,80.3,106.5,90.9,48668.77,45793.22,8.65,8.95,0,0,0,0,0,NaN,12.4,15,109,25.24,5.84
7/21/24,91.5,82.1,102.8,92.3,48614.85,45411.84,8.9,8.9,0.2,0.2,0,0,1,NaN,13,17.4,87,23.56,5.21
7/22/24,89.5,78.7,100.6,86.8,48559.62,19336.04,6.8,8.95,1,1,0,0,4,NaN,8.8,13.9,156,15.09,3.17
7/23/24,91.5,78.2,102.9,88.2,48503.14,45640.26,8.5,8.95,0,0,0,0,0,NaN,11.6,15.9,96,23.71,5.24
7/24/24,91.4,80.7,102.1,89.9,48445.48,42154.19,8.9,8.9,0,0,0,0,0,NaN,12.6,17.2,100,20.81,4.97
7/25/24,91.9,80.9,102.1,90.2,48386.7,45193.67,8.9,8.9,0,0,0,0,0,NaN,13.2,20.1,94,23.64,5.62
7/26/24,93.6,80.2,105.1,90,48326.86,45476.99,8.95,8.95,0,0,0,0,0,NaN,10.3,13,123,25.73,5.84
7/27/24,93.1,81.8,106.6,91.5,48266.03,45420.52,8.8,8.95,0,0,0,0,0,NaN,10.9,12.5,129,25.67,5.96
7/28/24,95.1,79,105.7,88.1,48204.26,43399.5,8.35,9,27.4,27.4,0,0,1,NaN,10.4,11.2,150,24.68,5.63
7/29/24,90.2,78.9,105.2,88.3,48141.62,21683.69,8.6,8.95,2.6,2.6,0,0,3,NaN,9.3,14.3,252,19.58,3.93
7/30/24,90.2,78.2,102.2,89.1,48078.16,42621.45,8.15,8.95,0,0,0,0,0,NaN,8.5,11.4,115,23.78,4.81
7/31/24,93,81.1,104.1,91.8,48013.76,45185.68,8.75,8.95,0.4,0.4,0,0,1,NaN,11,13.9,103,25.96,5.84
8/1/24,93.8,82.4,104.7,92.6,47947.91,41153.2,7.6,8.95,0.9,0.9,0,0,1,NaN,12.3,15,74,25.92,5.88
8/2/24,92.8,79.7,102,86.5,47880.67,35297.52,8.8,8.9,0.7,0.7,0,0,2,NaN,15.5,23.5,72,19.89,4.56
8/3/24,87.7,75.9,96.1,80.9,47812.11,7078.49,8.2,9,39.4,39.4,0,0,9,NaN,16,34,115,12.43,3.25
8/4/24,87.5,76.5,95.7,81.4,47742.32,31030.5,8.55,9,2.9,2.9,0,0,3,NaN,19.5,37.8,148,21.2,4.57
8/5/24,89.4,81,101.1,89.8,47671.36,42047.37,8.95,9,0,0,0,0,0,NaN,12.1,25.5,175,26.95,5.64
8/6/24,88.3,81.4,101.2,91.4,47599.31,34099.79,8.9,8.95,0,0,0,0,0,NaN,11.6,19.5,201,20.18,4.38
8/7/24,97,81,104.4,91.7,47526.25,44729.46,8.65,8.9,0,0,0,0,0,NaN,12.3,18.1,228,25.34,6.19
8/8/24,93.6,81.2,106.8,90.6,47452.24,40169.27,7.9,8.9,5.4,5.4,0,0,1,NaN,11.1,17.4,209,21.94,5.41
8/9/24,92.2,76,100.8,84,47377.36,21350.76,8.1,8.9,10.2,10.2,0,0,4,NaN,9,15.2,192,14.85,3.17
8/10/24,91.8,78.9,105.7,89.3,47301.69,44518.28,7.7,8.85,0,0,0,0,0,NaN,9.8,11,161,26.13,5.54
8/11/24,93,81,105.1,92.9,47225.27,41589.51,8.85,8.85,0,0,0,0,0,NaN,9.9,11,111,23.47,5.26
8/12/24,94.2,80.3,104.7,90.8,47148.2,44373.53,8.85,8.85,0.2,0.2,0,0,1,NaN,9.9,11,98,23.6,5.4
8/13/24,92.8,81.7,105.4,92,47070.52,44300.14,8.6,8.85,0,0,0,0,0,NaN,9.1,11,96,20.98,4.85
8/14/24,94.7,81.9,105.6,93.9,46992.32,38858.66,8.5,8.8,0,0,0,0,0,NaN,8,13.2,131,19.95,4.55
8/15/24,95.5,78.7,109.3,87.8,46913.64,29865.29,8.45,8.8,5.8,5.8,0,0,6,NaN,8.7,11,293,15.63,3.63
8/16/24,88.5,79,96.7,87.6,46834.55,32032.14,7.5,8.75,0.1,0.1,0,0,1,NaN,13.1,17.4,58,16.12,3.62
8/17/24,93.5,78.2,97.7,87.1,46755.13,41334.82,8.6,8.8,0,0,0,0,0,NaN,11.5,17.2,66,18.1,4.81
8/18/24,88.9,78.6,98,88.2,46675.43,16883.79,7.25,8.75,0.1,0.1,0,0,1,NaN,9.5,12.8,100,12.15,2.98
8/19/24,90.5,79.5,100.8,90.6,46595.5,30822.69,8.65,8.8,0.3,0.3,0,0,1,NaN,10,13.6,208,16.82,3.77
8/20/24,93.5,80.8,101.4,87.5,46515.2,37218.8,8.35,8.8,0.1,0.1,0,0,1,NaN,12,18.3,203,19.25,4.41
8/21/24,91.8,78.2,102.7,84.1,46433.98,23819.73,8.65,8.75,17.1,17.1,0,0,4,NaN,11.1,17.7,173,13.15,2.91
8/22/24,89.7,78.8,104.7,87.6,46351.88,23986.53,8.35,8.7,0,0,0,0,0,NaN,12.3,18.1,17,19.61,4
8/23/24,88.5,78.9,98.6,87.1,46268.97,25969.95,8.7,8.7,5.8,5.8,0,0,2,NaN,17,21.7,67,18.86,4.06
8/24/24,84,78,96.1,86,46185.31,5300.78,7.15,8.7,12.8,12.8,0,0,8,NaN,6.5,19.5,52,9.35,1.9
8/25/24,88.4,77.8,100.4,87.7,46100.97,35864.07,8.6,8.7,0,0,0,0,0,NaN,9.8,12.5,95,22.21,4.48
8/26/24,90.9,80.2,101.4,89.7,46016.01,43174.2,8.65,8.65,0,0,0,0,0,NaN,12.4,14.3,83,22.59,5
8/27/24,92.5,80.6,102.6,91.4,45930.5,40689.29,8.65,8.6,0,0,0,0,0,NaN,14.7,19,75,20.04,4.78
8/28/24,89.1,80.8,99.3,90,45844.5,13046.21,8.55,8.6,0,0,0,0,0,NaN,11.6,20.1,105,9.64,2.41
8/29/24,88.8,78.1,95.6,86.8,45758.08,15062.09,8.4,8.55,1,1,0,0,5,NaN,12.7,20.1,57,11.49,2.48
8/30/24,87.2,77.2,95.9,86.2,45671.29,34903.72,8.55,8.55,5.5,5.5,0,0,1,NaN,14.3,19.7,73,17.33,3.66
8/31/24,85.4,79.1,94.1,88,45584.18,21356.77,8.35,8.5,0.4,0.4,0,0,2,NaN,12.8,18.3,129,10.32,2.31
9/1/24,84.5,77.6,94.3,86.5,45496.84,10800,7.1,8.5,8.1,8.1,0,0,8,NaN,11.4,23,136,10.85,2.31
9/2/24,89.3,78.8,99.6,89,45409.3,32387.13,3.9,8.5,0.2,0.2,0,0,2,NaN,12.2,16.6,129,19.55,4.18
9/3/24,89.1,80,100.9,89.3,45321.63,22202.6,8.35,8.5,3.6,3.6,0,0,5,NaN,10.9,17,108,17.11,3.73
9/4/24,90.4,78.4,100.2,88.6,45233.89,39195.65,6.75,8.5,0.4,0.4,0,0,1,NaN,13.8,18.8,103,17.16,3.81
9/5/24,91.8,77.5,101.2,87.6,45146.12,41971.11,8.4,8.5,0.2,0.2,0,0,1,NaN,12.8,16.1,91,21.83,4.86
9/6/24,91.5,81.2,102.4,92.2,45058.39,41858.88,8.35,8.45,0,0,0,0,0,NaN,11.8,13.6,112,23.37,5.19
9/7/24,91.4,81,103.7,92.4,44970.76,41784.54,8.35,8.45,0,0,0,0,0,NaN,10.3,14.3,131,20.34,4.56
9/8/24,92,80.5,101.5,91.3,44883.28,41299.88,8.45,8.45,0,0,0,0,0,NaN,11.6,14.1,115,22.34,5.18
9/9/24,91.9,79.6,103.7,90.5,44795.78,37971.59,8.25,8.35,3.1,3.1,0,0,2,NaN,11.2,12.8,134,20.64,4.64
9/10/24,89.4,78.3,101.3,87.9,44707.71,28986.92,8.1,8.35,7,7,0,0,5,NaN,6.3,11.6,88,13,2.8
9/11/24,88.5,77.3,99.7,86.3,44619.11,30094.44,8.05,8.35,23.2,23.2,0,0,4,NaN,10.1,17.7,145,14.34,3.14
9/12/24,89,78.3,103.7,87.4,44530.03,26294.61,6.7,8.3,0.4,0.4,0,0,2,NaN,11.1,16.6,148,17.46,3.62
9/13/24,94.2,78,107,87.3,44440.53,37879.97,7.7,8.3,29.2,29.2,0,0,2,NaN,8.5,13.2,157,18.7,4.14
9/14/24,90,79.9,104,92.6,44350.67,35974.21,7.65,8.25,0.2,0.2,0,0,2,NaN,10.6,13.6,245,17.45,3.68
9/15/24,89,79.7,101.9,91,44260.5,29472.15,6.95,8.2,1.2,1.2,0,0,3,NaN,5.1,11.2,238,12.28,2.56
9/16/24,91.9,77.9,104.7,87.3,44170.08,32400,7.7,8.15,0,0,0,0,0,NaN,8.6,10.7,278,18.21,3.95
9/17/24,90.7,78.3,100.3,88.4,44079.46,24149.67,6.9,8.15,0.8,0.8,0,0,4,NaN,7.8,12.8,135,11.85,2.75
9/18/24,92.9,78.8,104.8,88,43988.73,27095.45,7.9,8.1,0,0,0,0,0,NaN,6.8,11.2,231,13.74,3.25
9/19/24,89.8,76.5,100.8,84.6,43897.9,23180.96,7.85,8.05,6.4,6.4,0,0,4,NaN,8,12.5,317,13.26,2.85
9/20/24,90.1,75.4,102,84.1,43807.05,37718.99,7.85,8,0,0,0,0,0,NaN,8.4,10.7,4,21.17,4.45
9/21/24,88.5,76.9,100.8,86.4,43716.24,35138.62,7.9,7.9,0.1,0.1,0,0,1,NaN,6.8,11.2,25,16.11,3.44
9/22/24,91.6,77.4,102.4,87,43625.52,40947.81,7.9,7.95,0.3,0.3,0,0,1,NaN,8.3,9.8,27,18.75,4.07
9/23/24,87.7,78.2,99.7,87.4,43534.94,37264.79,7.9,7.9,4.1,4.1,0,0,1,NaN,8.4,14.1,57,17.67,3.87
9/24/24,91.6,79.7,101.6,87.2,43444.56,40766.23,7.4,7.85,0.1,0.1,0,0,1,NaN,11.7,20.8,88,21.41,4.93
9/25/24,89,79.1,97.2,86.7,43354.43,28218.12,7.25,7.9,1.6,1.6,0,0,2,NaN,16.4,36.2,119,15.1,3.66
9/26/24,88.9,81,93,85.5,43264.62,20288.32,7.8,7.9,0.7,0.7,0,0,2,NaN,22.3,42.1,151,8.38,3.45
9/27/24,91.5,81.4,99,87.7,43175.18,34352.26,6.75,7.8,0.1,0.1,0,0,1,NaN,14.8,36.2,190,14.42,3.68
9/28/24,93.2,81.3,102.5,90.7,43086.15,40332.11,7.45,7.75,0,0,0,0,0,NaN,13.3,21,164,18.68,4.36
9/29/24,93.1,80.1,105,91.5,42997.38,40315.09,7.7,7.7,0,0,0,0,0,NaN,9.7,10.5,137,22.03,4.9
9/30/24,91.6,79.5,103.4,91.2,42908.28,38755.58,7.7,7.7,0,0,0,0,0,NaN,10.2,11.2,122,22.52,5
10/1/24,90.6,80.3,102.4,87.7,42818.87,40133.52,7.65,7.65,8,8,0,0,1,NaN,7.6,11.9,149,17.78,3.77
10/2/24,92.6,77.9,107.6,88.4,42729.21,40042.13,7.6,7.6,0,0,0,0,0,NaN,9.4,10.7,160,21.88,4.86
10/3/24,91.1,79.6,101.4,89.7,42639.38,39950.44,7.05,7.55,0,0,0,0,0,NaN,9.4,12.3,89,20.65,4.53
10/4/24,85.2,79.6,95.6,87.8,42549.41,3117.15,7.45,7.55,2.9,2.9,0,0,3,NaN,8.8,13.9,50,6.57,1.62
10/5/24,80.8,77.1,91.5,85.3,42459.39,23400.85,7.4,7.5,1.4,1.4,0,0,2,NaN,10,21,60,10.61,2.04
10/6/24,79.9,75.9,90.6,83.5,42369.38,683.01,7.2,7.45,19.9,19.9,0,0,12,NaN,12.3,21.3,94,4.35,1.01
10/7/24,82.6,76.4,93.1,84.6,42279.43,0,5.1,7.35,18.2,18.2,0,0,12,NaN,8.1,17.7,259,4.29,1.03
10/8/24,82.3,76.4,93.1,85.8,42189.61,7834.17,4.95,7.4,8.8,8.8,0,0,8,50,7.8,15.4,291,7.36,1.55
10/9/24,86.1,77.9,92.8,82.5,42099.98,15379.15,6.25,7.35,0.6,0.6,0,0,2,42,21.8,43.8,150,10.31,2.87
10/10/24,87.2,74.4,90.5,78.2,42010.62,38439.8,7.2,7.3,0,0,0,0,0,15,16.3,38.5,266,18.94,4.61
10/11/24,81.6,72.8,91.8,78.3,41921.57,7200,6.4,7.25,41.9,41.9,0,0,6,44,9.4,23.3,333,4.95,1.15
10/12/24,81.9,74.3,90.7,81,41832.92,15961.98,7,7.15,2.4,2.4,0,0,5,40,9.4,22.8,42,8.87,1.89
10/13/24,82.2,74.2,90.9,81.8,41744.72,28795.17,6.85,7.1,0,0,0,0,0,21,9.3,14.1,33,14.39,2.7
10/14/24,86,74.8,94,82.9,41657.04,38411.75,7,7.1,0,0,0,0,0,9,8.4,11,5,18.26,3.62
10/15/24,84.9,76,93.3,83.8,41569.95,28577.15,6.5,7.05,0.2,0.2,0,0,2,44,7.2,9.2,74,14.33,3.08
10/16/24,85.2,70.5,92.6,70.9,41483.53,24347.32,6.65,7.05,0.1,0.1,0,0,1,41,11.6,27.3,14,13.44,3.21
10/17/24,80.1,69.2,79.5,68.1,41397.83,21911.26,6.6,6.95,0,0,0,0,0,6,15.3,28.9,23,12.66,3.71
10/18/24,76.4,72.5,79,71.4,41312.93,0,2.45,6.9,1.6,1.6,0,0,4,35,16.3,31.5,41,3.56,2.01
10/19/24,82.7,74,82.8,75.3,41228.66,33847.22,3.75,6.85,0,0,0,0,0,21,17.4,31.8,43,12.73,3.77
10/20/24,84.1,70.6,87.5,74.7,41144.34,35171.48,6.6,6.85,1,1,0,0,1,42,13.3,25.9,23,13.94,3.21
10/21/24,85.5,73.1,89.2,78.3,41060.04,32943.47,6.8,6.8,0.1,0.1,0,0,1,18,14,23.9,14,15.59,3.52
10/22/24,85.4,75.3,88.5,81.3,40975.8,37130.41,6.7,6.75,0,0,0,0,0,23,16.4,28.4,24,14.76,3.5
10/23/24,85.2,73.5,92.2,80,40891.72,35727.47,6.7,6.7,0,0,0,0,0,10,10.7,22.4,359,14.18,3.07
10/24/24,83.7,71.6,89.1,77.4,40807.86,36513.87,6.65,6.65,0,0,0,0,0,8,10.1,16.1,24,15.1,3.18
10/25/24,84.1,72.9,89.2,78.7,40724.29,35460.75,6.6,6.6,0,0,0,0,0,11,11,16.1,36,18.19,3.97
10/26/24,85.3,70.8,89.2,74.8,40641.09,32889.59,6.45,6.55,5.6,5.6,0,0,1,8,11.6,17.4,34,16.91,3.82
10/27/24,81.3,71,82.7,73,40558.36,36289.85,6.55,6.55,0,0,0,0,0,1,12.3,19.9,39,18.8,4.23
10/28/24,82.2,71.1,83.5,73.8,40476.15,14791.93,5,6.45,0,0,0,0,0,21,14.9,21.5,52,10.2,3.16
10/29/24,84.4,75.7,87.9,77.8,40394.56,23938.48,6.15,6.4,0,0,0,0,0,13,16.3,24.2,67,12.65,3.97
10/30/24,85.2,75.5,87.6,78.6,40313.66,32688.61,6.3,6.35,2.5,2.5,0,0,3,44,17.9,28.2,71,14.05,3.75
10/31/24,83.8,73.9,84.4,74.5,40233.54,36527.61,5.8,6.3,0.3,0.3,0,0,1,20,16.3,30.4,69,15.43,4.29
11/1/24,84.4,74.8,87.7,78.2,40154.27,25354.9,6.3,6.3,0,0,0,0,0,15,13.6,28.6,68,12.59,3.29
11/2/24,84.6,75.5,90.1,81.5,40075.95,28973.26,6.25,6.25,0.1,0.1,0,0,1,29,12.7,23.3,56,11.07,2.81
11/3/24,83.7,74.2,86.7,78.9,39998.66,34320.04,5.55,6.2,2.6,2.6,0,0,1,20,15.6,25.9,55,12.65,3.37
11/4/24,84.1,72.9,85.6,75.1,39922.49,29787.78,6,6.2,0,0,0,0,0,12,16.8,29.1,60,12.51,3.39
11/5/24,83.5,77.7,89.3,80,39847.54,16041.41,5.9,6.2,0,0,0,0,0,20,17,34.7,77,6.58,2.24
11/6/24,85.4,79.3,91.5,84.8,39773.88,6381.89,6.1,6.15,1.1,1.1,0,0,3,21,16.4,28.2,92,5.53,2.03
11/7/24,84.7,78.8,90.1,83.8,39701.62,29108.25,5.9,6.1,0.3,0.3,0,0,1,10,16.6,30.4,95,9.5,2.84
11/8/24,86.3,76.4,92.2,82.4,39630.57,36225.84,6.1,6.1,0,0,0,0,0,3,12.3,23,84,13.2,3.38
11/9/24,84.9,76.3,88.4,82.3,39560.09,35214.81,6.05,6.05,0,0,0,0,0,7,13.3,19.7,63,13.37,3.57
11/10/24,85.4,76.3,88.6,79.5,39490.2,30997.18,5.9,6,2,2,0,0,3,14,15,25.9,76,12.48,3.37
11/11/24,84.5,74.7,95.2,82.4,39420.98,32469.59,5.95,5.95,0,0,0,0,0,5,5.8,12.1,52,13.19,2.7
11/12/24,86.1,76.1,91.7,82.5,39352.5,28885.09,5.8,5.85,0,0,0,0,0,5,11.6,16.3,46,12.34,2.93
11/13/24,82.9,74.4,85.5,76.3,39284.87,35175.68,5.4,5.8,0,0,0,0,0,8,17.8,25.3,53,11.04,3.51
11/14/24,82.8,72.9,85,75.2,39218.14,35873.37,5.05,5.8,0,0,0,0,0,3,11.4,23.3,88,11.78,3.44
11/15/24,86.5,71,90.9,72.4,39152.4,30264.58,5.75,5.75,0.2,0.2,0,0,1,14,10.7,21,353,13.45,3.13
11/16/24,80.9,65.6,80.4,67.5,39087.75,32614.51,5.7,5.7,0,0,0,0,0,9,12,17.9,30,15.32,3.94
11/17/24,81.6,73.1,81.4,72.8,39024.26,24010.47,5.6,5.7,0,0,0,0,0,1,13.5,20.6,60,6.48,3.2
11/18/24,81.3,74.8,80.3,75.8,38962.03,13668.86,5.65,5.7,0,0,0,0,0,1,10.9,17.4,94,6.94,3.24
11/19/24,82,74.5,84.4,75.8,38901.13,22650.69,5.7,5.7,0,0,0,0,0,4,12,17.9,125,8,3.01
11/20/24,83.5,71.9,87.1,76.9,38841.66,9747.33,2.65,5.6,0,0,0,0,0,15,12.1,21.9,170,6.89,2.25
11/21/24,78.8,60.7,87.1,57,38783.71,35541.12,5.55,5.55,0.3,0.3,0,0,1,13,12,21.3,322,13.91,3.31
11/22/24,72.5,56,67.7,50.4,38727.37,35587.8,5.5,5.5,0,0,0,0,0,0,13.9,30.9,313,17.66,3.92
11/23/24,70.7,56.6,66.7,55.4,38672.73,35456.51,5.45,5.45,0,0,0,0,0,0,8.8,17.2,330,17.4,3.11
11/24/24,77.3,56.6,79.9,54.5,38619.88,35398.48,5.4,5.4,0,0,0,0,0,0,8.9,15.7,5,15.98,3.2
11/25/24,80,62,82.8,62.2,38568.91,35328.92,5.35,5.35,0,0,0,0,0,2,10.5,13.2,15,11.09,2.51
11/26/24,81.8,66.1,87.6,67.5,38519.93,34669.13,5.35,5.35,0,0,0,0,0,1,9.1,13.2,358,13.1,2.69
11/27/24,80.8,66.8,84.2,70.7,38473.02,35249.97,5.35,5.35,0,0,0,0,0,0,8.2,9.8,37,16.42,3.18
11/28/24,82.9,66.5,89.1,69.5,38428.07,32236.96,5.35,5.35,0,0,0,0,0,0,5.4,10.7,117,13.25,2.68
11/29/24,83.8,67.9,92.5,71.2,38384.58,35150.16,5.35,5.35,0,0,0,0,0,4,6.4,10.5,329,14.14,2.79
