time,temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),daylight_duration (s),sunshine_duration (s),uv_index_max (),uv_index_clear_sky_max (),precipitation_sum (mm),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),precipitation_hours (h),precipitation_probability_max (%),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
11/11/23,87.2,77.8,94.2,85.3,39467.14,32527.72,6,6,0,0,0,0,0,NaN,9.6,17.7,100,16.24,3.63
11/12/23,84.8,74.8,91.8,83.6,39398.59,33627.49,5.4,5.95,0,0,0,0,0,NaN,8,11.9,67,13.67,2.98
11/13/23,83.8,74.2,89.9,80.5,39331.61,24053.94,5.3,5.9,32.1,32.1,0,0,4,NaN,9.1,15.4,16,11.03,2.42
11/14/23,81,73.9,88.4,80.7,39266.05,19855.18,3.95,5.8,2.3,2.3,0,0,3,NaN,11.4,23.9,71,10.13,2.13
11/15/23,77.8,68.8,82,67.9,39201.26,0,0.75,5.6,144.1,144.1,0,0,18,NaN,20.4,39.8,67,2.99,1.23
11/16/23,78.2,68.6,83.7,64.9,39137.27,9621.94,4.6,5.75,37.4,37.4,0,0,9,NaN,29.4,46.8,42,6.72,1.56
11/17/23,80.9,71,88.7,76.3,39074.16,25528.52,5.7,5.7,0,0,0,0,0,NaN,6.7,11,251,13.59,2.65
11/18/23,75.3,70.5,80.9,74.7,39012.01,7282.22,4.9,5.65,0,0,0,0,0,NaN,11.2,20.1,303,7.89,1.57
11/19/23,79.6,66.5,85.4,68.5,38950.89,35647.87,5.65,5.65,0,0,0,0,0,NaN,8,19.7,320,16.54,3.04
11/20/23,80.7,69.2,85.4,74.9,38890.88,31970.85,5.65,5.65,0.4,0.4,0,0,2,NaN,9.3,17.9,86,13.42,2.81
11/21/23,79.5,72.8,83.3,74.9,38832.07,35553.33,5.65,5.65,0,0,0,0,0,NaN,11.4,25.3,90,14.37,3.14
11/22/23,81.5,72.9,89.4,78.3,38774.53,35514.55,5.6,5.6,0,0,0,0,0,NaN,10.2,16.1,164,16.04,3.04
11/23/23,81.4,71.6,90.7,76,38718.34,23972.2,5.5,5.55,0,0,0,0,0,NaN,7.6,12.5,321,11.81,2.31
11/24/23,78.9,70.9,87.7,75.8,38663.6,17175.44,5.4,5.5,0,0,0,0,0,NaN,7,11.6,272,9.25,1.79
11/25/23,80.6,71.6,88.5,77.3,38610.37,24273.71,5.4,5.45,0.5,0.5,0,0,2,NaN,7.2,11.9,18,9.83,1.92
11/26/23,81.2,74.7,88.3,82.5,38558.75,22874.51,4.5,5.45,0,0,0,0,0,NaN,11.4,15.9,146,10.43,2.03
11/27/23,78,67.2,84.7,70,38508.83,30991.11,5.45,5.45,0,0,0,0,0,NaN,10.5,15.4,318,11.58,2.19
11/28/23,75.1,61.5,76.5,59.8,38460.67,34236.09,5.3,5.4,0,0,0,0,0,NaN,10.4,21.7,340,15.95,3.02
11/29/23,73.3,57.6,74.6,54.8,38414.39,27295.96,4.5,5.3,0,0,0,0,0,NaN,9.5,23,346,13.45,2.38
11/30/23,79.9,62.2,79.9,63.1,38370.05,35131.67,4.85,5.3,0,0,0,0,0,NaN,12.5,17,53,15.26,3.09
12/1/23,82.8,68.1,90.1,72.7,38327.75,35086.93,5.15,5.25,0,0,0,0,0,NaN,10.3,16.1,98,9.92,2.05
12/2/23,83,75.2,89.5,83.2,38287.57,34142.41,5.05,5.3,0,0,0,0,0,NaN,11.2,17.4,136,11.38,2.27
12/3/23,86.3,74.7,93.5,83.7,38249.6,18333.12,5.2,5.3,0,0,0,0,0,NaN,6.2,14.1,194,8.62,1.98
12/4/23,84.7,72.1,91.1,79.6,38213.77,34957.37,4.75,5.3,0,0,0,0,0,NaN,5.8,9.2,249,15.34,3.05
12/5/23,82.9,67.4,86.6,66.9,38179.63,31963.97,5.05,5.3,0.6,0.6,0,0,1,NaN,6.9,18.1,328,13.94,2.97
12/6/23,71,56.8,66.9,54,38147.21,34883.38,4.45,5.25,0,0,0,0,0,NaN,12.3,27.7,327,15.6,3.31
12/7/23,73,55.3,72.3,51.9,38116.56,20362.35,4.3,5.2,0,0,0,0,0,NaN,8.4,24.8,345,8.61,1.96
12/8/23,76.9,67.3,78.7,67.9,38087.69,13754.1,2.7,5.15,0,0,0,0,0,NaN,10.9,21,88,6.71,2.13
12/9/23,80.1,72.1,82.3,74.4,38060.64,30298.61,5.1,5.15,0,0,0,0,0,NaN,13.9,21.3,103,11.25,2.85
12/10/23,80.9,72.2,86.4,75.6,38035.46,28426.26,4.85,5.2,0.8,0.8,0,0,1,NaN,12.4,21.5,144,12,2.54
12/11/23,72,59.5,78.1,57.9,38012.18,31062.24,4,5.15,0,0,0,0,0,NaN,11.6,24.4,332,14.18,2.58
12/12/23,74.6,57.6,75.2,55.5,37990.83,15785.55,4.2,5.1,0,0,0,0,0,NaN,13.4,24.4,4,10.7,2.27
12/13/23,74.3,71.4,78.2,71.7,37971.46,0,0.5,5.05,6,6,0,0,11,NaN,14.4,33.3,42,3.27,1.25
12/14/23,73,70,74.7,67.4,37954.08,0,3.45,5.1,2,2,0,0,4,NaN,17.2,35.8,40,1.96,1.27
12/15/23,73.7,68.3,72.3,67,37938.75,843.36,3.55,5.05,0.6,0.6,0,0,3,NaN,17.9,39.8,51,4.42,2.04
12/16/23,75,70.5,77.9,70.4,37925.49,0,4.2,5.1,67.5,67.5,0,0,16,NaN,18.3,39.4,95,2.79,1.17
12/17/23,76.4,64.7,79.5,64.3,37914.33,25300.74,5.1,5.1,18.6,18.6,0,0,5,NaN,17.9,41.8,210,10.06,2.35
12/18/23,70.4,59.6,69.3,57.7,37905.31,34407.29,5.05,5.05,0,0,0,0,0,NaN,9.9,19.9,288,13.08,2.32
12/19/23,70.2,53.1,69.4,49.1,37898.46,34567.44,5,5,0,0,0,0,0,NaN,10,25.9,334,16.13,2.67
12/20/23,69.5,56.3,67.6,54.6,37893.8,20299.7,2.7,5,0,0,0,0,0,NaN,11.7,23,16,8.56,2.15
12/21/23,75.8,64.7,71.6,61.1,37891.38,32405.52,4.75,5,0,0,0,0,0,NaN,15.1,28.6,41,13.7,3.73
12/22/23,75.2,64.2,74.8,64.8,37891.21,24696.79,3.8,5,0,0,0,0,0,NaN,10.8,20.6,15,12.01,2.44
12/23/23,75.5,66.2,76,68.8,37893.32,26744.96,4.3,5.05,0,0,0,0,0,NaN,12.2,25.1,37,11.56,2.29
12/24/23,77,66.9,75.3,69.2,37897.77,27123.78,3.45,5,0,0,0,0,0,NaN,14.9,24.2,81,11.19,2.54
12/25/23,76.3,71.1,79.9,72.2,37904.54,3600,2.65,5.05,1.6,1.6,0,0,4,NaN,11.7,28,119,7.18,1.86
12/26/23,80.7,70.5,86.4,74.8,37913.61,25798.52,5.15,5.15,13.3,13.3,0,0,4,NaN,11.1,29.5,206,10.71,2.18
12/27/23,75.2,65.1,78.4,67.7,37924.95,34146.14,5.2,5.2,0,0,0,0,0,NaN,7.4,16.1,297,15.64,2.66
12/28/23,67.1,60.6,71.9,58.6,37938.51,0,1.95,5.1,8.9,8.9,0,0,7,NaN,13.5,29.1,333,2.37,0.67
12/29/23,68.2,60.2,67.7,61.4,37954.25,15972.72,3.7,5.15,0,0,0,0,0,NaN,9.7,19.2,283,9.73,1.75
12/30/23,64.4,58.1,63.6,57.8,37972.14,14098.3,3.15,5.15,0,0,0,0,0,NaN,7.9,14.8,301,9.92,1.63
12/31/23,69,54,68.1,53.7,37992.14,34663.03,5.15,5.15,0,0,0,0,0,NaN,7.1,11.6,340,16.61,2.69
1/1/24,72.8,54,74.4,53.4,38014.19,34699.59,5.15,5.2,0,0,0,0,0,NaN,5.5,12.1,305,16.16,2.74
1/2/24,71,56.6,69.5,54.5,38038.26,32958.7,4,5.25,0,0,0,0,0,NaN,9.8,17,331,16.04,2.71
1/3/24,71.6,54.3,70.7,51.5,38064.31,24916.46,4.1,5.2,0,0,0,0,0,NaN,9.4,17,129,11.53,2.21
1/4/24,77.1,61.8,79.8,63,38092.29,30789.37,5.25,5.25,0,0,0,0,0,NaN,10.8,18.3,268,12.2,2.35
1/5/24,74.9,61.7,76.6,62,38122.15,21797.56,2.7,5.25,0,0,0,0,0,NaN,12.1,23.7,78,9.13,2.02
1/6/24,78.2,71.2,83.9,73.2,38153.87,5808.08,5,5.4,13,13,0,0,2,NaN,14.4,28.6,155,7.1,1.72
1/7/24,73.1,60.4,80.7,59.5,38187.38,4064.26,3.75,5.4,1.2,1.2,0,0,2,NaN,10.9,21.3,312,4.45,0.96
1/8/24,73.6,60.2,75.1,58.8,38222.64,8384.87,2.5,5.4,0,0,0,0,0,NaN,14.7,28.4,63,7.25,1.72
1/9/24,77.9,72,81.2,72.4,38259.62,21998.57,4.7,5.45,0,0,0,0,0,NaN,18.5,35.6,147,11.71,2.38
1/10/24,75.5,65.2,80,65.2,38298.27,26355.27,4.25,5.4,1.6,1.6,0,0,2,NaN,15.5,23.3,296,13.37,2.34
1/11/24,69.1,63.3,73.9,65.5,38338.54,0,2.5,5.3,11,11,0,0,13,NaN,7.5,18.1,351,1.67,0.49
1/12/24,82.4,70,89.3,74.9,38380.4,25276.32,5.45,5.45,3,3,0,0,4,NaN,11,21.9,143,13.47,2.56
1/13/24,82.7,66.8,87.8,67.9,38423.96,25237.24,5.05,5.5,0,0,0,0,0,NaN,12.9,27.5,210,12.56,2.47
1/14/24,73.2,65.1,76.7,66,38469.69,7979.92,1.25,5.4,3,3,0,0,5,NaN,11.5,22.6,19,8.19,1.52
1/15/24,79.2,69.7,84.3,72.2,38517.52,23240.94,4.8,5.5,0,0,0,0,0,NaN,12.2,25.1,130,11.03,2.1
1/16/24,81.3,72.6,88.5,77.5,38567.36,23114.28,5.55,5.55,0.6,0.6,0,0,1,NaN,11.5,19.5,187,9.54,1.89
1/17/24,73.2,65.6,78.3,66.7,38619.12,18000,5.55,5.6,0,0,0,0,0,NaN,10.7,17.2,350,10.14,1.83
1/18/24,77,68.9,83.5,72.4,38672.7,1604.23,5.05,5.55,0.5,0.5,0,0,2,NaN,8.3,18.8,106,7.67,1.47
1/19/24,78.4,68.5,87,73.3,38728.03,14400,3.2,5.65,0,0,0,0,0,NaN,10.1,14.8,311,10.16,1.87
1/20/24,73.1,53.8,73.6,49.2,38784.99,34019.7,5.35,5.65,0,0,0,0,0,NaN,11.2,25.7,352,15.58,2.86
1/21/24,69.9,48.9,65.5,43.6,38843.52,22716.65,5.3,5.65,0,0,0,0,0,NaN,14.7,27.3,15,12.93,2.68
1/22/24,73.7,59.8,70.7,57.1,38903.51,18847.92,4.1,5.65,0,0,0,0,0,NaN,16.3,26.6,70,9.34,2.5
1/23/24,77.7,65.2,79.3,65.2,38964.89,29127.06,4.25,5.75,0,0,0,0,0,NaN,15,29.1,89,14.43,3.1
1/24/24,79.8,69.9,83.9,73,39027.56,18943.51,5.5,5.75,0,0,0,0,0,NaN,13.3,26.6,95,12.04,2.48
1/25/24,79.5,71.9,83.3,74.8,39091.45,15069.28,4.2,5.85,0,0,0,0,0,NaN,13.4,25.5,110,14.7,2.9
1/26/24,79.9,70.6,85,75.3,39156.46,14400,5.5,5.85,0,0,0,0,0,NaN,11.2,17.2,112,14.37,2.73
1/27/24,80,71.1,85.1,76.5,39222.52,34149.5,5.9,5.9,2.2,2.2,0,0,1,NaN,14.1,21.7,142,15.39,2.83
1/28/24,84.4,61.1,88.3,56.6,39289.55,32455.46,5.95,5.95,0,0,0,0,0,NaN,15.2,27.5,243,15.36,3.61
1/29/24,66.8,53.6,61,49.3,39357.46,34198.62,5.95,5.95,0,0,0,0,0,NaN,15.6,29.8,313,19.05,3.22
1/30/24,70.5,50.3,70.5,47.2,39426.17,34225.1,6.05,6.05,0,0,0,0,0,NaN,7,17.4,296,15.51,2.63
1/31/24,72.3,51.8,68.5,48.8,39495.61,34252.84,6.1,6.1,0,0,0,0,0,NaN,12,19,292,18.91,3.42
2/1/24,72.2,52.9,73.5,49.8,39565.7,32860,5.6,6.1,0,0,0,0,0,NaN,7.9,23.7,338,17.11,3.01
2/2/24,75.6,59.8,77.8,58.6,39636.63,32601.8,6.1,6.1,0,0,0,0,0,NaN,8.2,14.8,197,15.15,2.95
2/3/24,77.1,58.2,77.6,59.3,39709.05,36890.63,6.15,6.15,0,0,0,0,0,NaN,11.3,16.3,187,16.06,3
2/4/24,73.6,65.5,73.8,66.1,39782.92,9792.15,4.5,6.2,13.9,13.9,0,0,2,NaN,14.7,24.4,145,8.58,1.88
2/5/24,67.2,58.8,67.5,57.7,39858.13,7200,5.8,6.15,1.2,1.2,0,0,3,NaN,12.1,19.5,357,6.4,1.21
2/6/24,66.7,56,61.8,50.4,39934.61,20964.37,6.1,6.1,0,0,0,0,0,NaN,15.7,35.1,306,11.78,2.14
2/7/24,74.6,53.9,73.2,48,40012.24,37215.19,6.25,6.25,0,0,0,0,0,NaN,14.2,35.1,336,18.94,3.48
2/8/24,73.7,57.9,74.4,57.2,40090.94,29444.78,6.35,6.35,0,0,0,0,0,NaN,10.7,21.7,22,14.62,2.61
2/9/24,75.1,64,75.5,63.9,40170.62,32559.95,6.4,6.4,0,0,0,0,0,NaN,9.7,19,89,12.28,2.88
2/10/24,78.1,68.1,78.5,70.3,40251.19,32059.96,3.65,6.45,0,0,0,0,0,NaN,11.6,19,115,13.86,3.23
2/11/24,78.6,70.2,81.1,71.1,40332.57,23634.24,5.9,6.5,1,1,0,0,1,NaN,13.9,27.1,142,10.02,2.29
2/12/24,83.1,71.1,85.1,74.3,40414.66,35045.51,6.6,6.6,0,0,0,0,0,NaN,17.6,26.4,161,15.82,3.36
2/13/24,81.8,64.6,82.5,64.7,40497.39,31789.94,6.35,6.65,0.2,0.2,0,0,1,NaN,10,24.6,273,16.97,3.61
2/14/24,77.8,57.1,81.7,55.8,40580.67,31984.82,6.7,6.7,0,0,0,0,0,NaN,11.1,19.5,25,16.24,3.23
2/15/24,76.8,64,77.7,65.1,40664.43,37907.97,6.75,6.75,0,0,0,0,0,NaN,9.6,16.3,83,17.19,3.46
2/16/24,77.6,66.5,82.5,68.6,40748.56,37996.81,6.25,6.8,0,0,0,0,0,NaN,9.4,16.6,137,16.41,3.15
2/17/24,80.9,66.9,85,70.6,40833.01,20302.85,4.95,6.8,9.3,9.3,0,0,1,NaN,10.7,15.7,177,11.4,2.35
2/18/24,74.9,65.5,82.2,67.5,40917.69,0,1.5,6.85,48,48,0,0,13,NaN,14.4,29.1,330,3.18,0.74
2/19/24,67.4,57.6,66.4,56.8,41002.53,3402.82,6.15,6.9,8,8,0,0,4,NaN,13.4,23,318,8.91,1.48
2/20/24,70.4,52.5,68.1,50.9,41087.44,38353.29,6.9,6.9,0,0,0,0,0,NaN,9.5,16.6,322,22.1,3.87
2/21/24,72.7,52.7,68.7,49.8,41172.35,38442.3,7,7,0,0,0,0,0,NaN,11.2,20.8,329,22.14,4.26
2/22/24,73.5,53.8,76.7,51.8,41257.46,33057.66,7.05,7.05,0,0,0,0,0,NaN,6.5,21,349,16,2.94
2/23/24,78.2,59.6,75.5,58.6,41343.44,38599.55,7.15,7.15,0,0,0,0,0,NaN,13.7,23.3,205,16.87,3.62
2/24/24,75.5,59,74.3,55.4,41430.25,25027.42,7.2,7.2,0.4,0.4,0,0,1,NaN,10.2,23.5,283,17.37,3.62
2/25/24,76.4,52.8,76.7,50.2,41517.82,38802.56,7.2,7.2,0,0,0,0,0,NaN,8.7,20.8,296,22.75,4.34
2/26/24,74.9,57.8,75.2,57.9,41606.09,38894.27,7.2,7.2,0,0,0,0,0,NaN,10.2,11.4,115,18.05,3.57
2/27/24,76.9,60.5,77.5,60.5,41694.96,38986.5,7.25,7.25,0,0,0,0,0,NaN,12.2,15.9,108,19.12,3.94
2/28/24,78.8,68.7,82.2,70.1,41784.38,39079.16,7.35,7.35,0,0,0,0,0,NaN,12.8,20.6,130,16.37,3.49
2/29/24,80.3,67.3,85.5,71.6,41874.27,32716.8,6.85,7.35,0,0,0,0,0,NaN,8.1,11.2,72,16.51,3.29
3/1/24,78.8,69.6,82.1,72.5,41964.55,37519.56,6.95,7.4,0,0,0,0,0,NaN,13.8,20.8,108,17.13,3.37
3/2/24,80,71.1,85.2,73.8,42055.17,32587.47,5.75,7.4,0,0,0,0,0,NaN,10.7,22.1,136,16.44,3.27
3/3/24,81.3,70.7,86.3,77.2,42146.04,22581.02,6.95,7.45,0.2,0.2,0,0,2,NaN,10,15.9,133,13.61,2.73
3/4/24,82.5,68.5,93.2,74.3,42237.11,25505.56,7.5,7.5,0,0,0,0,0,NaN,10.2,12.3,51,15.45,3.21
3/5/24,81.6,71,89.1,77.2,42328.31,37483.4,6.3,7.55,0,0,0,0,0,NaN,8.2,14.3,106,18.02,3.51
3/6/24,80.3,70.6,87.8,74.8,42419.55,14334.69,7.55,7.55,8.9,8.9,0,0,4,NaN,8.2,21.3,156,11.99,2.37
3/7/24,82.9,70.6,91.2,77.2,42510.8,17876.75,7.65,7.65,0.5,0.5,0,0,2,NaN,7.2,12.8,162,13.07,2.66
3/8/24,85,71.9,93.3,78.9,42601.96,39600,7.7,7.75,0,0,0,0,0,NaN,10.9,14.3,137,18.54,3.68
3/9/24,85.2,75.6,92,81.5,42692.98,35465.47,7.8,7.85,0,0,0,0,0,NaN,13.9,21.3,149,16.25,3.36
3/10/24,87,73,89,78.5,42783.79,35236.4,6.5,7.9,0,0,0,0,0,NaN,17.5,24.4,251,13.95,3.28
3/11/24,80.3,64,83.1,63.7,42874.34,39600,7.9,7.9,0,0,0,0,0,NaN,12,24.2,26,23.88,4.93
3/12/24,80.5,66.7,83.6,68.1,42964.53,39600,7.35,7.85,0,0,0,0,0,NaN,9.9,14.5,91,21.2,4.39
3/13/24,81.5,67.5,87,71.1,43054.57,32031.26,7.5,7.95,0,0,0,0,0,NaN,10.6,14.3,110,18.73,3.94
3/14/24,83.6,69.1,90.3,74,43145.06,39600,7.55,7.95,0,0,0,0,0,NaN,10.2,18.8,82,23.11,4.86
3/15/24,81.9,71,86.4,74.5,43235.99,39600,8,8,0,0,0,0,0,NaN,12.8,20.4,116,19.44,4.04
3/16/24,85.1,71.1,93,76.9,43327.3,36991.59,8,8.05,1,1,0,0,1,NaN,11.1,13.6,149,20.18,4.1
3/17/24,86.1,73.7,92.1,80.2,43418.93,39600,8.05,8.05,0,0,0,0,0,NaN,15.8,20.1,168,19.66,4.17
3/18/24,88.1,74.6,93.9,81.5,43510.81,36053.41,8.15,8.15,6.2,6.2,0,0,2,NaN,12.3,21.3,196,16.18,3.9
3/19/24,78.1,67.5,83.6,67.1,43602.9,38920.93,7.7,8.1,0.1,0.1,0,0,1,NaN,13.8,26.8,4,21.22,4.44
3/20/24,77,62.9,78.4,64.2,43695.12,37027.08,8.15,8.15,0,0,0,0,0,NaN,11.5,12.5,68,17.42,3.61
3/21/24,79.1,67.3,82.4,69.9,43787.43,34300.23,4.85,8.1,0,0,0,0,0,NaN,15.2,23.5,96,17,3.84
3/22/24,73.8,67.9,78.9,70,43879.76,0,1,8.1,40.8,40.8,0,0,13,NaN,14.1,29.3,100,5.84,1.75
3/23/24,77.6,68.3,84.2,68.3,43972.05,12490.18,7,8.2,32.1,32.1,0,0,8,NaN,18.5,32.9,196,9.8,2.07
3/24/24,78.6,62.3,82.5,63,44064.24,36089.72,8.3,8.3,3.3,3.3,0,0,1,NaN,11.2,27.7,344,22.36,4.33
3/25/24,76.3,69.4,79.7,69.3,44156.27,15577.78,6.45,8.4,0,0,0,0,0,NaN,16.1,30,75,12.86,3.12
3/26/24,78.6,69.9,82.8,71.6,44248.08,31546.75,8.4,8.5,0,0,0,0,0,NaN,14.1,25.5,113,16.76,3.41
3/27/24,80,72.6,86.9,75.8,44339.62,34757.22,7.85,8.5,0,0,0,0,0,NaN,11.5,21.3,119,16.1,3.22
3/28/24,85.7,68.6,88.7,69.2,44430.81,30107.18,7.4,8.45,0,0,0,0,0,NaN,22.9,33.1,244,18.81,4.59
3/29/24,79.3,63.5,78.9,63.1,44521.6,40564.32,8.4,8.4,0,0,0,0,0,NaN,16.2,23.3,23,20.42,4.46
3/30/24,79.3,64.8,80,64.8,44611.92,40522.41,8.4,8.4,0,0,0,0,0,NaN,10.7,15.7,98,18.02,4.13
3/31/24,80.2,65.1,84,66.1,44701.72,40769.71,8.4,8.4,0,0,0,0,0,NaN,12.1,18.3,106,23.08,4.81
4/1/24,81.3,68.9,87,72.2,44790.93,38628.73,8.5,8.5,0,0,0,0,0,NaN,10.8,16.6,124,19.56,4.18
4/2/24,83.6,69.5,88.5,72.7,44879.7,40852.18,7.75,8.6,0,0,0,0,0,NaN,14.1,19.2,145,20.81,4.11
4/3/24,89,74.8,91.2,79.5,44968.64,36122.93,8.65,8.65,0.1,0.1,0,0,1,NaN,19.1,29.3,186,20.11,5.23
4/4/24,80,67.6,83.6,66.8,45057.71,26710.39,6.8,8.65,1.3,1.3,0,0,2,NaN,15.1,33.6,270,15.7,3.85
4/5/24,80.6,63.3,81.9,63.3,45146.86,41768.48,8.55,8.55,0,0,0,0,0,NaN,10.8,21,303,27.6,5.5
4/6/24,81.9,60.3,82.8,59.3,45236.04,41840.31,8.65,8.65,0,0,0,0,0,NaN,10.9,21.5,278,26.52,5.59
4/7/24,78.6,63.7,78.5,64.3,45325.17,30395.16,8.7,8.7,0,0,0,0,0,NaN,11,17.9,47,14.19,3.54
4/8/24,78.6,65.8,79.9,66.8,45414.21,29436.81,8.65,8.65,0,0,0,0,0,NaN,14.9,23.9,74,16.74,4.51
4/9/24,79.2,70.7,80.2,66.8,45503.1,29736.35,8.65,8.65,0,0,0,0,0,NaN,16.6,25.1,97,17.37,4.75
4/10/24,81.8,70.9,85.3,71.1,45591.77,42250.65,8.05,8.75,0,0,0,0,0,NaN,15.6,24.8,122,21.11,4.84
4/11/24,88.5,75.5,91.5,77.7,45680.15,38694.34,8.15,8.75,0,0,0,0,0,NaN,17.9,33.6,167,18.4,4.49
4/12/24,85.7,71.5,93.6,70.7,45768.2,40264.57,8.7,8.7,0.1,0.1,0,0,1,NaN,11.3,22.8,308,26.69,5.44
4/13/24,81.7,63.8,84.7,62.2,45855.84,42544.35,8.7,8.7,0,0,0,0,0,NaN,13.4,28.2,9,27.57,6.05
4/14/24,79.6,66.3,82.7,68,45943.01,36076.58,8.65,8.65,0,0,0,0,0,NaN,12.9,15.7,51,24.01,4.96
4/15/24,80.6,65.8,85.4,67.4,46029.64,42810.68,8.65,8.65,0,0,0,0,0,NaN,11.1,15,65,27.35,5.54
4/16/24,82.9,69.4,85.8,71.5,46115.68,42920.95,8.75,8.75,0,0,0,0,0,NaN,14.9,19.2,74,24.34,5.3
4/17/24,81.6,72.2,86,74.2,46201.04,42711.87,8.8,8.8,0,0,0,0,0,NaN,12,22.4,81,23.7,5.32
4/18/24,82.4,69.8,88.3,71.4,46285.66,42233.31,8.85,8.85,0,0,0,0,0,NaN,10.1,16.1,107,19.9,4.28
4/19/24,83.5,72.2,92.8,77.5,46369.48,40742.41,8.8,8.8,0,0,0,0,0,NaN,9.3,15.4,128,25.04,5.01
4/20/24,84.2,71.9,93.6,77.5,46452.42,40475.34,8.8,8.8,0,0,0,0,0,NaN,10.9,13.2,146,26.97,5.3
4/21/24,85.3,72.6,93.1,78,46534.41,41781.96,8.85,8.85,0,0,0,0,0,NaN,11.1,15,165,27.32,5.58
4/22/24,85,70,91.9,72,46615.59,29068.62,7.6,8.85,2.3,2.3,0,0,4,NaN,8.9,19.9,286,15.95,3.28
4/23/24,79.4,67.4,81.4,68.2,46696.54,42924.18,6.9,8.7,0,0,0,0,0,NaN,13,21,37,21.36,4.44
4/24/24,79.6,66.8,83.3,68.8,46777.22,43831.69,8.65,8.7,0,0,0,0,0,NaN,9.4,17.7,61,23.28,4.72
4/25/24,81.8,68.2,84.9,70.1,46857.59,40959.15,8.75,8.75,0,0,0,0,0,NaN,11.4,14.3,54,27.25,5.54
4/26/24,81.7,69.1,86.2,72.3,46937.56,43919.01,8.85,8.85,0,0,0,0,0,NaN,13.2,17.9,65,26.82,5.61
4/27/24,80.3,71.9,79.6,72.9,47017.08,36829.96,8.3,8.95,0,0,0,0,0,NaN,19.1,26.8,74,17.72,4.71
4/28/24,80.4,71.8,81.4,70.8,47096.09,39537.05,7.55,8.85,6.3,6.3,0,0,1,NaN,17.1,30.9,82,18.06,4.59
4/29/24,81.8,70.2,83.7,70.5,47174.51,42170.97,8.85,8.85,0,0,0,0,0,NaN,13.8,27.3,95,21.92,5.07
4/30/24,81.6,71.7,87,77.1,47252.28,17509.55,8.25,8.8,7.7,7.7,0,0,7,NaN,13.4,20.4,122,17.53,3.45
5/1/24,81.8,72.5,89.8,79.8,47329.34,29074.84,8.45,8.8,6.6,6.6,0,0,3,NaN,8.2,16.6,110,18.25,3.62
5/2/24,84.9,73.3,92.7,79.2,47405.61,41165.72,8.8,8.8,0,0,0,0,0,NaN,11.7,16.3,73,23.79,5.03
5/3/24,84.7,73.6,90.8,77.6,47481.02,43372.62,8.85,8.85,0,0,0,0,0,NaN,12.6,19.7,76,21.21,4.75
5/4/24,85.7,74,92,78.2,47555.49,37432.36,8.9,8.9,0,0,0,0,0,NaN,12,20.8,95,22.02,4.99
5/5/24,83.9,74.5,90.4,78.3,47628.96,44832.77,8,8.9,0,0,0,0,0,NaN,12.4,21,100,20.52,4.77
5/6/24,84.4,73.9,90.3,78.8,47701.36,44900.49,8.65,8.9,0,0,0,0,0,NaN,12.8,17.7,97,19.59,4.56
5/7/24,85.1,74.9,94.7,79.4,47772.61,39226.69,8.9,8.9,0,0,0,0,0,NaN,10.3,18.3,110,25.35,5.44
5/8/24,86.7,76,96.7,81.6,47842.62,41580.54,9,9,0,0,0,0,0,NaN,9.7,16.8,121,28.01,5.92
5/9/24,87.1,77.3,96.6,82.4,47911.33,45096.49,9.05,9.05,0,0,0,0,0,NaN,11.1,17.7,140,27.36,5.9
5/10/24,93,74.6,105.6,81.4,47978.64,44306.95,8.95,8.95,0,0,0,0,0,NaN,8.8,15.9,194,27.34,6.19
5/11/24,94.8,75.8,100.6,83.3,48044.49,44510.68,9,9,0,0,0,0,0,NaN,15.5,21.7,247,24.34,6.05
5/12/24,89.7,75.6,102.1,80.3,48108.99,41343.31,9,9,0,0,0,0,0,NaN,12.8,23,40,24.51,5.41
5/13/24,87.4,77.1,96.3,84,48172.63,41726.15,9,9,0,0,0,0,0,NaN,13.2,17,104,18.96,4.34
5/14/24,89.9,80.5,101.6,86.6,48235.39,45355.71,9.05,9.05,0,0,0,0,0,NaN,14.7,25.5,145,26.57,6.05
5/15/24,96.2,81.1,103.5,87.1,48297.21,43731.37,9.05,9.1,0,0,0,0,0,NaN,15.4,24.4,212,20.3,5.84
5/16/24,94.4,81.4,101.1,89.7,48358.03,41388.43,8.9,9.05,0,0,0,0,0,NaN,16.1,22.1,231,24.01,6.01
5/17/24,93.2,79,105.5,88.6,48417.78,45445.19,8.2,9.1,0,0,0,0,0,NaN,13.5,15.9,163,23.58,5.31
5/18/24,93.2,80.6,107.6,90.4,48476.41,45475.11,9.05,9.05,0,0,0,0,0,NaN,13.3,16.3,149,28,6.14
5/19/24,95.5,82.5,109.8,88.1,48533.87,40421.72,7.65,9.05,0.4,0.4,0,0,1,NaN,15.3,19,169,24.51,6.13
5/20/24,93.8,80.9,102.1,86.9,48590.06,42791.23,8.9,8.95,0,0,0,0,0,NaN,14.3,17.9,226,27.63,7
5/21/24,89.3,76.4,101.1,81.8,48644.96,41066.57,8.65,8.9,0.1,0.1,0,0,1,NaN,11.5,14.5,46,20.54,4.49
