,precipitation,actual_max_temp,min temp,mean temp,Datetime
2431,0.0,91.0,80.0,85.5,2006-08-28
2432,0.54,87.0,77.0,82.0,2006-08-29
2433,0.18,82.0,76.0,79.0,2006-08-30
2434,0.28,92.0,80.0,86.0,2006-08-31
2435,1.17,95.0,73.0,84.0,2006-09-01
2436,3.94,88.0,73.0,80.5,2006-09-02
2437,0.38,89.0,75.0,82.0,2006-09-03
2438,0.32,87.0,74.0,80.5,2006-09-04
2439,1.28,79.0,74.0,76.5,2006-09-05
2440,4.63,88.0,73.0,80.5,2006-09-06
2441,0.0,89.0,75.0,82.0,2006-09-07
2442,0.99,88.0,76.0,82.0,2006-09-08
2443,0.0,90.0,76.0,83.0,2006-09-09
2444,0.0,89.0,78.0,83.5,2006-09-10
2445,0.56,91.0,77.0,84.0,2006-09-11
2446,0.04,90.0,77.0,83.5,2006-09-12
2447,0.0,88.0,78.0,83.0,2006-09-13
2448,0.0,91.0,78.0,84.5,2006-09-14
2449,0.3,94.0,78.0,86.0,2006-09-15
2450,2.04,91.0,77.0,84.0,2006-09-16
2451,0.0,89.0,77.0,83.0,2006-09-17
2452,0.0,90.0,76.0,83.0,2006-09-18
2453,0.24,89.0,76.0,82.5,2006-09-19
2454,0.53,91.0,75.0,83.0,2006-09-20
2455,0.0,92.0,77.0,84.5,2006-09-21
2456,0.0,89.0,80.0,84.5,2006-09-22
2457,0.16,89.0,76.0,82.5,2006-09-23
2458,0.0,90.0,79.0,84.5,2006-09-24
2459,0.0,90.0,77.0,83.5,2006-09-25
2460,0.0,91.0,77.0,84.0,2006-09-26
2461,0.04,91.0,77.0,84.0,2006-09-27
2462,0.11,85.0,77.0,81.0,2006-09-28
2463,0.0,88.0,76.0,82.0,2006-09-29
2464,0.0,88.0,75.0,81.5,2006-09-30
2465,0.05,89.0,77.0,83.0,2006-10-01
2466,0.0,90.0,78.0,84.0,2006-10-02
2467,0.0,90.0,79.0,84.5,2006-10-03
2468,0.05,89.0,76.0,82.5,2006-10-04
2469,0.38,88.0,75.0,81.5,2006-10-05
2470,0.0,87.0,76.0,81.5,2006-10-06
2471,0.0,89.0,74.0,81.5,2006-10-07
2472,0.0,90.0,72.0,81.0,2006-10-08
2473,0.0,88.0,76.0,82.0,2006-10-09
2474,0.0,89.0,75.0,82.0,2006-10-10
2475,0.0,88.0,74.0,81.0,2006-10-11
2476,0.71,91.0,75.0,83.0,2006-10-12
2477,0.0,90.0,76.0,83.0,2006-10-13
2478,0.01,89.0,77.0,83.0,2006-10-14
2479,0.0,85.0,76.0,80.5,2006-10-15
2480,0.0,84.0,76.0,80.0,2006-10-16
2481,0.0,85.0,74.0,79.5,2006-10-17
2482,0.0,89.0,73.0,81.0,2006-10-18
2483,0.0,88.0,77.0,82.5,2006-10-19
2484,0.0,89.0,75.0,82.0,2006-10-20
2485,0.0,89.0,75.0,82.0,2006-10-21
2486,0.0,89.0,74.0,81.5,2006-10-22
2487,0.0,91.0,76.0,83.5,2006-10-23
2488,0.0,79.0,60.0,69.5,2006-10-24
2489,0.0,80.0,62.0,71.0,2006-10-25
2490,0.0,82.0,65.0,73.5,2006-10-26
2491,0.0,85.0,74.0,79.5,2006-10-27
2492,0.14,81.0,68.0,74.5,2006-10-28
2493,0.0,83.0,62.0,72.5,2006-10-29
2494,0.05,85.0,69.0,77.0,2006-10-30
2495,0.25,86.0,75.0,80.5,2006-10-31
2496,0.0,87.0,75.0,81.0,2006-11-01
2497,0.51,81.0,72.0,76.5,2006-11-02
2498,0.0,84.0,72.0,78.0,2006-11-03
2499,0.0,82.0,75.0,78.5,2006-11-04
2500,0.02,83.0,73.0,78.0,2006-11-05
2501,0.0,84.0,73.0,78.5,2006-11-06
2502,0.0,80.0,74.0,77.0,2006-11-07
2503,0.0,85.0,67.0,76.0,2006-11-08
2504,0.0,80.0,63.0,71.5,2006-11-09
2505,0.0,82.0,64.0,73.0,2006-11-10
2506,0.0,85.0,69.0,77.0,2006-11-11
2507,0.0,83.0,68.0,75.5,2006-11-12
2508,0.0,82.0,69.0,75.5,2006-11-13
2509,0.0,83.0,69.0,76.0,2006-11-14
2510,0.0,84.0,73.0,78.5,2006-11-15
2511,0.94,85.0,69.0,77.0,2006-11-16
2512,0.0,77.0,68.0,72.5,2006-11-17
2513,0.0,77.0,61.0,69.0,2006-11-18
2514,0.0,72.0,56.0,64.0,2006-11-19
2515,0.0,65.0,56.0,60.5,2006-11-20
2516,0.0,63.0,51.0,57.0,2006-11-21
2517,0.0,70.0,45.0,57.5,2006-11-22
2518,0.0,73.0,52.0,62.5,2006-11-23
2519,0.01,76.0,56.0,66.0,2006-11-24
2520,0.0,79.0,64.0,71.5,2006-11-25
2521,0.01,81.0,67.0,74.0,2006-11-26
2522,0.14,82.0,68.0,75.0,2006-11-27
2523,0.0,82.0,69.0,75.5,2006-11-28
2524,0.0,83.0,74.0,78.5,2006-11-29
2525,0.0,81.0,76.0,78.5,2006-11-30
2526,0.0,83.0,75.0,79.0,2006-12-01
2527,0.0,84.0,72.0,78.0,2006-12-02
2528,0.0,83.0,72.0,77.5,2006-12-03
2529,0.0,84.0,66.0,75.0,2006-12-04
2530,0.0,80.0,63.0,71.5,2006-12-05
2531,0.0,81.0,68.0,74.5,2006-12-06
2532,0.0,83.0,70.0,76.5,2006-12-07
2533,0.0,72.0,62.0,67.0,2006-12-08
2534,0.0,74.0,64.0,69.0,2006-12-09
2535,0.01,79.0,68.0,73.5,2006-12-10
2536,0.0,77.0,72.0,74.5,2006-12-11
2537,0.01,79.0,71.0,75.0,2006-12-12
2538,0.0,82.0,71.0,76.5,2006-12-13
2539,0.87,79.0,73.0,76.0,2006-12-14
2540,0.09,79.0,70.0,74.5,2006-12-15
2541,0.21,77.0,71.0,74.0,2006-12-16
2542,0.0,80.0,72.0,76.0,2006-12-17
2543,0.4,80.0,70.0,75.0,2006-12-18
2544,0.9,80.0,71.0,75.5,2006-12-19
2545,0.0,79.0,71.0,75.0,2006-12-20
2546,0.01,81.0,71.0,76.0,2006-12-21
2547,0.0,82.0,74.0,78.0,2006-12-22
2548,0.09,84.0,74.0,79.0,2006-12-23
2549,0.0,83.0,73.0,78.0,2006-12-24
2550,0.43,83.0,70.0,76.5,2006-12-25
2551,0.09,74.0,61.0,67.5,2006-12-26
2552,0.0,68.0,56.0,62.0,2006-12-27
2553,0.0,77.0,56.0,66.5,2006-12-28
2554,0.0,81.0,69.0,75.0,2006-12-29
2555,0.0,82.0,74.0,78.0,2006-12-30
2556,0.0,81.0,74.0,77.5,2006-12-31
2557,0.0,81.0,71.0,76.0,2007-01-01
2558,0.11,83.0,71.0,77.0,2007-01-02
2559,0.0,82.0,73.0,77.5,2007-01-03
2560,0.0,82.0,71.0,76.5,2007-01-04
2561,0.01,81.0,72.0,76.5,2007-01-05
2562,0.0,83.0,71.0,77.0,2007-01-06
2563,0.0,82.0,74.0,78.0,2007-01-07
2564,0.14,84.0,70.0,77.0,2007-01-08
2565,0.0,74.0,59.0,66.5,2007-01-09
2566,0.0,74.0,54.0,64.0,2007-01-10
2567,0.0,78.0,69.0,73.5,2007-01-11
2568,0.0,79.0,70.0,74.5,2007-01-12
2569,0.0,80.0,70.0,75.0,2007-01-13
2570,0.01,78.0,70.0,74.0,2007-01-14
2571,0.01,79.0,65.0,72.0,2007-01-15
2572,0.0,83.0,67.0,75.0,2007-01-16
2573,0.01,83.0,70.0,76.5,2007-01-17
2574,0.0,82.0,68.0,75.0,2007-01-18
2575,0.0,83.0,69.0,76.0,2007-01-19
2576,0.0,80.0,67.0,73.5,2007-01-20
2577,0.0,80.0,70.0,75.0,2007-01-21
2578,0.0,83.0,72.0,77.5,2007-01-22
2579,0.08,85.0,70.0,77.5,2007-01-23
2580,0.0,81.0,69.0,75.0,2007-01-24
2581,0.06,78.0,55.0,66.5,2007-01-25
2582,0.0,74.0,52.0,63.0,2007-01-26
2583,0.0,75.0,60.0,67.5,2007-01-27
2584,0.11,80.0,58.0,69.0,2007-01-28
2585,0.0,67.0,53.0,60.0,2007-01-29
2586,0.0,70.0,51.0,60.5,2007-01-30
2587,0.0,75.0,56.0,65.5,2007-01-31
2588,0.0,79.0,66.0,72.5,2007-02-01
2589,0.0,87.0,72.0,79.5,2007-02-02
2590,0.0,80.0,65.0,72.5,2007-02-03
2591,0.92,69.0,64.0,66.5,2007-02-04
2592,0.01,73.0,59.0,66.0,2007-02-05
2593,0.0,72.0,56.0,64.0,2007-02-06
2594,0.0,77.0,61.0,69.0,2007-02-07
2595,0.0,81.0,63.0,72.0,2007-02-08
2596,0.0,82.0,62.0,72.0,2007-02-09
2597,0.0,80.0,60.0,70.0,2007-02-10
2598,0.03,78.0,61.0,69.5,2007-02-11
2599,0.4,72.0,66.0,69.0,2007-02-12
2600,0.0,80.0,70.0,75.0,2007-02-13
2601,0.0,84.0,69.0,76.5,2007-02-14
2602,0.04,77.0,60.0,68.5,2007-02-15
2603,0.16,62.0,49.0,55.5,2007-02-16
2604,0.0,64.0,43.0,53.5,2007-02-17
2605,0.02,66.0,48.0,57.0,2007-02-18
2606,0.0,70.0,42.0,56.0,2007-02-19
2607,0.0,75.0,57.0,66.0,2007-02-20
2608,0.0,81.0,59.0,70.0,2007-02-21
2609,0.0,82.0,62.0,72.0,2007-02-22
2610,0.0,80.0,59.0,69.5,2007-02-23
2611,0.0,77.0,62.0,69.5,2007-02-24
2612,0.0,80.0,69.0,74.5,2007-02-25
2613,0.0,83.0,71.0,77.0,2007-02-26
2614,0.55,86.0,70.0,78.0,2007-02-27
2615,0.0,84.0,70.0,77.0,2007-02-28
2616,0.0,82.0,73.0,77.5,2007-03-01
2617,0.0,86.0,75.0,80.5,2007-03-02
2618,0.0,90.0,74.0,82.0,2007-03-03
2619,0.0,82.0,64.0,73.0,2007-03-04
2620,0.0,76.0,56.0,66.0,2007-03-05
2621,0.0,76.0,58.0,67.0,2007-03-06
2622,0.0,77.0,64.0,70.5,2007-03-07
2623,0.0,80.0,64.0,72.0,2007-03-08
2624,0.0,80.0,67.0,73.5,2007-03-09
2625,0.0,85.0,66.0,75.5,2007-03-10
2626,0.0,82.0,65.0,73.5,2007-03-11
2627,0.01,81.0,70.0,75.5,2007-03-12
2628,0.0,80.0,69.0,74.5,2007-03-13
2629,0.0,80.0,71.0,75.5,2007-03-14
2630,0.0,81.0,72.0,76.5,2007-03-15
2631,1.76,86.0,65.0,75.5,2007-03-16
2632,0.0,77.0,58.0,67.5,2007-03-17
2633,0.0,76.0,53.0,64.5,2007-03-18
2634,0.0,78.0,61.0,69.5,2007-03-19
2635,0.0,80.0,66.0,73.0,2007-03-20
2636,0.02,79.0,68.0,73.5,2007-03-21
2637,0.86,76.0,67.0,71.5,2007-03-22
2638,0.03,83.0,71.0,77.0,2007-03-23
2639,0.02,81.0,71.0,76.0,2007-03-24
2640,0.0,80.0,69.0,74.5,2007-03-25
2641,0.0,81.0,72.0,76.5,2007-03-26
2642,0.0,80.0,72.0,76.0,2007-03-27
2643,0.0,82.0,68.0,75.0,2007-03-28
2644,0.0,81.0,71.0,76.0,2007-03-29
2645,0.0,82.0,72.0,77.0,2007-03-30
2646,0.0,79.0,70.0,74.5,2007-03-31
2647,0.01,80.0,70.0,75.0,2007-04-01
2648,0.0,82.0,69.0,75.5,2007-04-02
2649,0.0,83.0,71.0,77.0,2007-04-03
2650,0.0,82.0,71.0,76.5,2007-04-04
2651,0.11,84.0,69.0,76.5,2007-04-05
2652,0.0,83.0,62.0,72.5,2007-04-06
2653,0.0,78.0,57.0,67.5,2007-04-07
2654,0.0,79.0,54.0,66.5,2007-04-08
2655,0.0,81.0,64.0,72.5,2007-04-09
2656,2.0,86.0,70.0,78.0,2007-04-10
2657,1.12,86.0,69.0,77.5,2007-04-11
2658,1.93,83.0,68.0,75.5,2007-04-12
2659,0.0,87.0,71.0,79.0,2007-04-13
2660,0.0,85.0,76.0,80.5,2007-04-14
2661,0.13,87.0,63.0,75.0,2007-04-15
2662,0.0,74.0,54.0,64.0,2007-04-16
2663,0.0,84.0,56.0,70.0,2007-04-17
2664,0.0,84.0,61.0,72.5,2007-04-18
2665,0.0,84.0,68.0,76.0,2007-04-19
2666,0.0,82.0,66.0,74.0,2007-04-20
2667,0.0,80.0,67.0,73.5,2007-04-21
2668,0.0,79.0,70.0,74.5,2007-04-22
2669,0.0,79.0,68.0,73.5,2007-04-23
2670,0.0,82.0,68.0,75.0,2007-04-24
2671,0.0,82.0,72.0,77.0,2007-04-25
2672,0.03,83.0,74.0,78.5,2007-04-26
2673,0.0,84.0,74.0,79.0,2007-04-27
2674,0.0,91.0,73.0,82.0,2007-04-28
2675,0.0,87.0,67.0,77.0,2007-04-29
2676,0.0,86.0,74.0,80.0,2007-04-30
2677,0.0,84.0,71.0,77.5,2007-05-01
2678,0.0,87.0,72.0,79.5,2007-05-02
2679,0.0,87.0,74.0,80.5,2007-05-03
2680,0.0,89.0,75.0,82.0,2007-05-04
2681,0.0,87.0,75.0,81.0,2007-05-05
2682,2.9,88.0,67.0,77.5,2007-05-06
2683,0.04,80.0,66.0,73.0,2007-05-07
2684,0.0,84.0,61.0,72.5,2007-05-08
2685,0.0,85.0,66.0,75.5,2007-05-09
2686,0.0,88.0,67.0,77.5,2007-05-10
2687,0.0,87.0,70.0,78.5,2007-05-11
2688,0.0,89.0,71.0,80.0,2007-05-12
2689,0.0,91.0,72.0,81.5,2007-05-13
2690,0.0,87.0,72.0,79.5,2007-05-14
2691,0.17,84.0,75.0,79.5,2007-05-15
2692,0.1,84.0,71.0,77.5,2007-05-16
2693,0.0,90.0,72.0,81.0,2007-05-17
2694,0.0,87.0,73.0,80.0,2007-05-18
2695,0.06,87.0,71.0,79.0,2007-05-19
2696,1.59,82.0,69.0,75.5,2007-05-20
2697,0.04,84.0,75.0,79.5,2007-05-21
2698,0.21,83.0,75.0,79.0,2007-05-22
2699,0.0,83.0,75.0,79.0,2007-05-23
2700,0.02,82.0,72.0,77.0,2007-05-24
2701,0.01,83.0,73.0,78.0,2007-05-25
2702,0.11,81.0,72.0,76.5,2007-05-26
2703,0.01,85.0,74.0,79.5,2007-05-27
2704,0.0,85.0,75.0,80.0,2007-05-28
2705,0.0,85.0,74.0,79.5,2007-05-29
2706,0.02,85.0,75.0,80.0,2007-05-30
2707,0.0,83.0,76.0,79.5,2007-05-31
2708,1.72,79.0,70.0,74.5,2007-06-01
2709,0.34,87.0,74.0,80.5,2007-06-02
2710,0.0,91.0,74.0,82.5,2007-06-03
2711,0.0,92.0,71.0,81.5,2007-06-04
2712,0.0,94.0,76.0,85.0,2007-06-05
2713,0.36,85.0,75.0,80.0,2007-06-06
2714,0.01,87.0,75.0,81.0,2007-06-07
2715,1.44,88.0,67.0,77.5,2007-06-08
2716,0.05,85.0,73.0,79.0,2007-06-09
2717,0.0,88.0,74.0,81.0,2007-06-10
2718,0.0,92.0,76.0,84.0,2007-06-11
2719,1.63,93.0,71.0,82.0,2007-06-12
2720,1.17,89.0,70.0,79.5,2007-06-13
2721,0.82,86.0,71.0,78.5,2007-06-14
2722,1.77,85.0,73.0,79.0,2007-06-15
2723,0.44,88.0,75.0,81.5,2007-06-16
2724,0.57,89.0,73.0,81.0,2007-06-17
2725,1.13,89.0,73.0,81.0,2007-06-18
2726,0.0,89.0,74.0,81.5,2007-06-19
2727,0.0,89.0,75.0,82.0,2007-06-20
2728,0.28,90.0,77.0,83.5,2007-06-21
2729,0.0,93.0,76.0,84.5,2007-06-22
2730,0.0,91.0,78.0,84.5,2007-06-23
2731,0.25,92.0,75.0,83.5,2007-06-24
2732,0.0,91.0,78.0,84.5,2007-06-25
2733,0.01,89.0,79.0,84.0,2007-06-26
2734,0.61,87.0,74.0,80.5,2007-06-27
2735,0.61,86.0,75.0,80.5,2007-06-28
2736,2.01,87.0,74.0,80.5,2007-06-29
2737,0.0,91.0,77.0,84.0,2007-06-30
2738,0.0,90.0,76.0,83.0,2007-07-01
2739,0.0,92.0,76.0,84.0,2007-07-02
2740,0.71,93.0,73.0,83.0,2007-07-03
2741,0.47,90.0,73.0,81.5,2007-07-04
2742,1.76,90.0,75.0,82.5,2007-07-05
2743,0.1,90.0,78.0,84.0,2007-07-06
2744,1.42,90.0,76.0,83.0,2007-07-07
2745,0.0,91.0,77.0,84.0,2007-07-08
2746,0.0,90.0,81.0,85.5,2007-07-09
2747,0.0,91.0,82.0,86.5,2007-07-10
2748,0.65,92.0,76.0,84.0,2007-07-11
2749,0.03,90.0,79.0,84.5,2007-07-12
2750,0.0,91.0,78.0,84.5,2007-07-13
2751,0.0,91.0,81.0,86.0,2007-07-14
2752,0.0,90.0,77.0,83.5,2007-07-15
2753,0.0,91.0,78.0,84.5,2007-07-16
2754,0.0,92.0,81.0,86.5,2007-07-17
2755,0.14,92.0,79.0,85.5,2007-07-18
2756,0.0,92.0,82.0,87.0,2007-07-19
2757,0.3,91.0,78.0,84.5,2007-07-20
2758,1.02,92.0,72.0,82.0,2007-07-21
2759,0.19,90.0,72.0,81.0,2007-07-22
2760,0.01,89.0,75.0,82.0,2007-07-23
2761,0.1,90.0,76.0,83.0,2007-07-24
2762,0.0,91.0,78.0,84.5,2007-07-25
2763,0.14,91.0,77.0,84.0,2007-07-26
2764,0.46,90.0,75.0,82.5,2007-07-27
2765,0.0,89.0,76.0,82.5,2007-07-28
2766,0.75,92.0,75.0,83.5,2007-07-29
2767,0.72,92.0,76.0,84.0,2007-07-30
2768,0.06,91.0,78.0,84.5,2007-07-31
2769,0.09,89.0,76.0,82.5,2007-08-01
2770,0.0,91.0,75.0,83.0,2007-08-02
2771,0.01,92.0,78.0,85.0,2007-08-03
2772,0.0,92.0,78.0,85.0,2007-08-04
2773,0.0,97.0,80.0,88.5,2007-08-05
2774,0.08,96.0,76.0,86.0,2007-08-06
2775,0.0,92.0,76.0,84.0,2007-08-07
2776,0.0,90.0,80.0,85.0,2007-08-08
2777,0.06,93.0,79.0,86.0,2007-08-09
2778,0.0,93.0,79.0,86.0,2007-08-10
2779,0.0,93.0,78.0,85.5,2007-08-11
2780,1.18,93.0,75.0,84.0,2007-08-12
2781,0.05,90.0,80.0,85.0,2007-08-13
2782,0.35,92.0,77.0,84.5,2007-08-14
2783,0.01,91.0,76.0,83.5,2007-08-15
2784,0.11,90.0,77.0,83.5,2007-08-16
2785,0.0,91.0,77.0,84.0,2007-08-17
2786,0.05,90.0,77.0,83.5,2007-08-18
2787,0.4,92.0,78.0,85.0,2007-08-19
2788,0.02,91.0,81.0,86.0,2007-08-20
2789,0.0,92.0,82.0,87.0,2007-08-21
2790,0.0,91.0,81.0,86.0,2007-08-22
2791,1.47,89.0,78.0,83.5,2007-08-23
2792,0.0,91.0,78.0,84.5,2007-08-24
2793,0.32,87.0,79.0,83.0,2007-08-25
2794,0.24,91.0,79.0,85.0,2007-08-26
2795,0.0,91.0,82.0,86.5,2007-08-27
2796,0.0,92.0,81.0,86.5,2007-08-28
2797,0.0,92.0,81.0,86.5,2007-08-29
2798,0.0,92.0,77.0,84.5,2007-08-30
2799,0.0,93.0,78.0,85.5,2007-08-31
2800,0.0,92.0,78.0,85.0,2007-09-01
2801,0.0,93.0,79.0,86.0,2007-09-02
2802,0.91,96.0,74.0,85.0,2007-09-03
2803,0.0,94.0,76.0,85.0,2007-09-04
2804,0.0,92.0,80.0,86.0,2007-09-05
2805,0.02,91.0,80.0,85.5,2007-09-06
2806,0.0,91.0,79.0,85.0,2007-09-07
2807,0.03,91.0,77.0,84.0,2007-09-08
2808,0.26,88.0,73.0,80.5,2007-09-09
2809,0.0,89.0,77.0,83.0,2007-09-10
2810,0.0,91.0,79.0,85.0,2007-09-11
2811,0.14,91.0,78.0,84.5,2007-09-12
2812,0.08,92.0,77.0,84.5,2007-09-13
2813,0.0,91.0,78.0,84.5,2007-09-14
2814,0.0,91.0,80.0,85.5,2007-09-15
2815,0.0,93.0,79.0,86.0,2007-09-16
2816,0.0,91.0,78.0,84.5,2007-09-17
2817,0.0,90.0,76.0,83.0,2007-09-18
2818,0.08,90.0,74.0,82.0,2007-09-19
2819,0.13,91.0,75.0,83.0,2007-09-20
2820,0.6,92.0,74.0,83.0,2007-09-21
2821,0.0,90.0,75.0,82.5,2007-09-22
2822,0.75,87.0,75.0,81.0,2007-09-23
2823,0.52,87.0,74.0,80.5,2007-09-24
2824,1.25,86.0,72.0,79.0,2007-09-25
2825,0.79,79.0,73.0,76.0,2007-09-26
2826,0.0,90.0,72.0,81.0,2007-09-27
2827,0.0,91.0,76.0,83.5,2007-09-28
2828,0.13,89.0,76.0,82.5,2007-09-29
2829,2.53,84.0,71.0,77.5,2007-09-30
2830,2.37,80.0,71.0,75.5,2007-10-01
2831,0.01,88.0,76.0,82.0,2007-10-02
2832,0.07,90.0,79.0,84.5,2007-10-03
2833,0.05,91.0,78.0,84.5,2007-10-04
2834,0.17,89.0,79.0,84.0,2007-10-05
2835,0.82,89.0,76.0,82.5,2007-10-06
2836,0.17,88.0,78.0,83.0,2007-10-07
2837,0.03,87.0,80.0,83.5,2007-10-08
2838,0.06,88.0,76.0,82.0,2007-10-09
2839,0.42,85.0,73.0,79.0,2007-10-10
2840,0.0,88.0,77.0,82.5,2007-10-11
2841,0.0,87.0,76.0,81.5,2007-10-12
2842,0.0,84.0,78.0,81.0,2007-10-13
2843,0.01,84.0,78.0,81.0,2007-10-14
2844,0.01,85.0,79.0,82.0,2007-10-15
2845,0.12,88.0,78.0,83.0,2007-10-16
2846,1.22,89.0,75.0,82.0,2007-10-17
2847,0.0,89.0,76.0,82.5,2007-10-18
2848,0.03,89.0,78.0,83.5,2007-10-19
2849,0.39,86.0,76.0,81.0,2007-10-20
2850,0.0,88.0,78.0,83.0,2007-10-21
2851,0.0,88.0,80.0,84.0,2007-10-22
2852,0.0,88.0,77.0,82.5,2007-10-23
2853,0.05,86.0,77.0,81.5,2007-10-24
2854,0.1,82.0,72.0,77.0,2007-10-25
2855,1.37,80.0,72.0,76.0,2007-10-26
2856,0.0,87.0,78.0,82.5,2007-10-27
2857,0.24,87.0,74.0,80.5,2007-10-28
2858,0.75,85.0,74.0,79.5,2007-10-29
2859,0.29,85.0,75.0,80.0,2007-10-30
2860,0.88,83.0,75.0,79.0,2007-10-31
2861,0.15,85.0,75.0,80.0,2007-11-01
2862,0.0,85.0,73.0,79.0,2007-11-02
2863,0.0,84.0,68.0,76.0,2007-11-03
2864,0.0,81.0,65.0,73.0,2007-11-04
2865,0.0,81.0,66.0,73.5,2007-11-05
2866,0.0,82.0,67.0,74.5,2007-11-06
2867,0.0,81.0,64.0,72.5,2007-11-07
2868,0.0,79.0,60.0,69.5,2007-11-08
2869,0.0,80.0,64.0,72.0,2007-11-09
2870,0.0,80.0,64.0,72.0,2007-11-10
2871,0.0,81.0,66.0,73.5,2007-11-11
2872,0.0,82.0,69.0,75.5,2007-11-12
2873,0.0,82.0,69.0,75.5,2007-11-13
2874,0.14,81.0,69.0,75.0,2007-11-14
2875,0.1,82.0,68.0,75.0,2007-11-15
2876,0.0,73.0,57.0,65.0,2007-11-16
2877,0.0,76.0,58.0,67.0,2007-11-17
2878,0.0,81.0,63.0,72.0,2007-11-18
2879,0.0,81.0,67.0,74.0,2007-11-19
2880,0.0,81.0,71.0,76.0,2007-11-20
2881,0.0,82.0,70.0,76.0,2007-11-21
2882,0.0,82.0,70.0,76.0,2007-11-22
2883,0.05,85.0,67.0,76.0,2007-11-23
2884,0.22,79.0,70.0,74.5,2007-11-24
2885,0.0,84.0,75.0,79.5,2007-11-25
2886,0.0,82.0,75.0,78.5,2007-11-26
2887,0.0,84.0,76.0,80.0,2007-11-27
2888,0.0,85.0,74.0,79.5,2007-11-28
2889,0.0,84.0,74.0,79.0,2007-11-29
2890,0.0,84.0,70.0,77.0,2007-11-30
2891,0.03,85.0,71.0,78.0,2007-12-01
2892,0.0,83.0,73.0,78.0,2007-12-02
2893,0.0,86.0,71.0,78.5,2007-12-03
2894,0.0,80.0,65.0,72.5,2007-12-04
2895,0.0,78.0,58.0,68.0,2007-12-05
2896,0.08,82.0,69.0,75.5,2007-12-06
2897,0.0,83.0,72.0,77.5,2007-12-07
2898,0.22,84.0,73.0,78.5,2007-12-08
2899,0.15,83.0,74.0,78.5,2007-12-09
2900,0.01,83.0,71.0,77.0,2007-12-10
2901,0.0,83.0,73.0,78.0,2007-12-11
2902,0.0,84.0,73.0,78.5,2007-12-12
2903,0.08,83.0,76.0,79.5,2007-12-13
2904,0.01,83.0,77.0,80.0,2007-12-14
2905,0.06,83.0,77.0,80.0,2007-12-15
2906,0.05,83.0,59.0,71.0,2007-12-16
2907,0.0,69.0,53.0,61.0,2007-12-17
2908,0.0,77.0,54.0,65.5,2007-12-18
2909,0.0,79.0,63.0,71.0,2007-12-19
2910,0.0,80.0,61.0,70.5,2007-12-20
2911,0.04,83.0,66.0,74.5,2007-12-21
2912,0.0,80.0,60.0,70.0,2007-12-22
2913,0.0,81.0,66.0,73.5,2007-12-23
2914,0.0,82.0,67.0,74.5,2007-12-24
2915,0.06,77.0,70.0,73.5,2007-12-25
2916,0.0,81.0,65.0,73.0,2007-12-26
2917,0.0,82.0,68.0,75.0,2007-12-27
2918,0.0,83.0,70.0,76.5,2007-12-28
2919,0.0,84.0,74.0,79.0,2007-12-29
2920,0.0,82.0,73.0,77.5,2007-12-30
2921,0.0,84.0,69.0,76.5,2007-12-31
2922,0.0,84.0,67.0,75.5,2008-01-01
2923,0.0,67.0,44.0,55.5,2008-01-02
2924,0.0,60.0,39.0,49.5,2008-01-03
2925,0.12,72.0,53.0,62.5,2008-01-04
2926,0.25,75.0,61.0,68.0,2008-01-05
2927,0.0,80.0,64.0,72.0,2008-01-06
2928,0.0,80.0,68.0,74.0,2008-01-07
2929,0.0,79.0,67.0,73.0,2008-01-08
2930,0.0,81.0,64.0,72.5,2008-01-09
2931,0.0,81.0,66.0,73.5,2008-01-10
2932,0.0,81.0,68.0,74.5,2008-01-11
2933,0.0,80.0,70.0,75.0,2008-01-12
2934,0.03,83.0,66.0,74.5,2008-01-13
2935,0.0,76.0,63.0,69.5,2008-01-14
2936,0.0,75.0,58.0,66.5,2008-01-15
2937,0.0,77.0,59.0,68.0,2008-01-16
2938,0.0,82.0,72.0,77.0,2008-01-17
2939,0.0,84.0,72.0,78.0,2008-01-18
2940,0.04,83.0,72.0,77.5,2008-01-19
2941,0.06,75.0,59.0,67.0,2008-01-20
2942,0.03,75.0,67.0,71.0,2008-01-21
2943,0.06,79.0,71.0,75.0,2008-01-22
2944,0.66,83.0,69.0,76.0,2008-01-23
2945,0.0,82.0,65.0,73.5,2008-01-24
2946,0.0,74.0,65.0,69.5,2008-01-25
2947,0.0,77.0,61.0,69.0,2008-01-26
2948,0.0,77.0,59.0,68.0,2008-01-27
2949,0.0,74.0,53.0,63.5,2008-01-28
2950,0.0,75.0,60.0,67.5,2008-01-29
2951,0.0,81.0,60.0,70.5,2008-01-30
2952,0.0,80.0,65.0,72.5,2008-01-31
2953,0.0,81.0,68.0,74.5,2008-02-01
2954,0.0,81.0,71.0,76.0,2008-02-02
2955,0.0,82.0,67.0,74.5,2008-02-03
2956,0.0,83.0,70.0,76.5,2008-02-04
2957,0.0,83.0,72.0,77.5,2008-02-05
2958,0.0,83.0,73.0,78.0,2008-02-06
2959,0.0,86.0,70.0,78.0,2008-02-07
2960,0.41,85.0,69.0,77.0,2008-02-08
2961,1.33,85.0,68.0,76.5,2008-02-09
2962,0.0,81.0,69.0,75.0,2008-02-10
2963,0.0,77.0,62.0,69.5,2008-02-11
2964,0.47,79.0,71.0,75.0,2008-02-12
2965,1.22,80.0,67.0,73.5,2008-02-13
2966,0.0,77.0,58.0,67.5,2008-02-14
2967,0.0,81.0,61.0,71.0,2008-02-15
