,precipitation,actual_max_temp,min temp,mean temp,Datetime
0,0.0,81.0,63.0,72.0,2000-01-01
1,0.0,79.0,66.0,72.5,2000-01-02
2,0.0,80.0,64.0,72.0,2000-01-03
3,0.0,80.0,71.0,75.5,2000-01-04
4,0.24,80.0,67.0,73.5,2000-01-05
5,0.0,81.0,71.0,76.0,2000-01-06
6,0.0,80.0,68.0,74.0,2000-01-07
7,0.0,80.0,66.0,73.0,2000-01-08
8,0.0,81.0,65.0,73.0,2000-01-09
9,0.0,81.0,70.0,75.5,2000-01-10
10,0.0,84.0,64.0,74.0,2000-01-11
11,0.0,79.0,64.0,71.5,2000-01-12
12,0.02,79.0,64.0,71.5,2000-01-13
13,0.0,75.0,63.0,69.0,2000-01-14
14,0.0,70.0,64.0,67.0,2000-01-15
15,0.0,73.0,63.0,68.0,2000-01-16
16,0.0,74.0,58.0,66.0,2000-01-17
17,0.0,75.0,56.0,65.5,2000-01-18
18,0.0,77.0,59.0,68.0,2000-01-19
19,0.01,78.0,62.0,70.0,2000-01-20
20,0.0,67.0,52.0,59.5,2000-01-21
21,0.0,73.0,53.0,63.0,2000-01-22
22,0.0,79.0,57.0,68.0,2000-01-23
23,0.24,76.0,54.0,65.0,2000-01-24
24,0.0,66.0,48.0,57.0,2000-01-25
25,0.0,62.0,47.0,54.5,2000-01-26
26,0.0,65.0,43.0,54.0,2000-01-27
27,0.0,75.0,53.0,64.0,2000-01-28
28,0.0,77.0,63.0,70.0,2000-01-29
29,0.0,78.0,66.0,72.0,2000-01-30
30,0.01,79.0,62.0,70.5,2000-01-31
31,0.0,78.0,59.0,68.5,2000-02-01
32,0.0,72.0,64.0,68.0,2000-02-02
33,0.12,77.0,69.0,73.0,2000-02-03
34,0.01,72.0,62.0,67.0,2000-02-04
35,0.0,68.0,54.0,61.0,2000-02-05
36,0.0,72.0,50.0,61.0,2000-02-06
37,0.0,76.0,56.0,66.0,2000-02-07
38,0.68,68.0,59.0,63.5,2000-02-08
39,0.1,71.0,53.0,62.0,2000-02-09
40,0.0,71.0,49.0,60.0,2000-02-10
41,0.0,75.0,50.0,62.5,2000-02-11
42,0.0,78.0,56.0,67.0,2000-02-12
43,0.0,79.0,62.0,70.5,2000-02-13
44,0.0,81.0,69.0,75.0,2000-02-14
45,0.02,82.0,70.0,76.0,2000-02-15
46,0.0,79.0,64.0,71.5,2000-02-16
47,0.0,78.0,61.0,69.5,2000-02-17
48,0.0,81.0,69.0,75.0,2000-02-18
49,0.03,81.0,69.0,75.0,2000-02-19
50,0.0,83.0,65.0,74.0,2000-02-20
51,0.0,78.0,63.0,70.5,2000-02-21
52,0.04,77.0,59.0,68.0,2000-02-22
53,0.0,77.0,67.0,72.0,2000-02-23
54,0.1,78.0,65.0,71.5,2000-02-24
55,0.12,78.0,65.0,71.5,2000-02-25
56,0.0,79.0,68.0,73.5,2000-02-26
57,0.0,80.0,68.0,74.0,2000-02-27
58,0.0,83.0,65.0,74.0,2000-02-28
59,0.02,79.0,68.0,73.5,2000-02-29
60,0.0,81.0,62.0,71.5,2000-03-01
61,0.0,80.0,65.0,72.5,2000-03-02
62,0.0,82.0,62.0,72.0,2000-03-03
63,0.0,82.0,61.0,71.5,2000-03-04
64,0.0,83.0,67.0,75.0,2000-03-05
65,0.0,83.0,61.0,72.0,2000-03-06
66,0.0,79.0,67.0,73.0,2000-03-07
67,0.0,80.0,64.0,72.0,2000-03-08
68,0.0,79.0,66.0,72.5,2000-03-09
69,0.0,79.0,66.0,72.5,2000-03-10
70,0.06,81.0,72.0,76.5,2000-03-11
71,0.0,86.0,70.0,78.0,2000-03-12
72,0.0,79.0,70.0,74.5,2000-03-13
73,0.0,77.0,69.0,73.0,2000-03-14
74,0.0,82.0,72.0,77.0,2000-03-15
75,0.0,82.0,71.0,76.5,2000-03-16
76,0.0,85.0,71.0,78.0,2000-03-17
77,0.13,84.0,66.0,75.0,2000-03-18
78,0.11,80.0,69.0,74.5,2000-03-19
79,0.0,85.0,73.0,79.0,2000-03-20
80,0.0,84.0,69.0,76.5,2000-03-21
81,0.0,85.0,71.0,78.0,2000-03-22
82,0.02,79.0,68.0,73.5,2000-03-23
83,0.0,80.0,65.0,72.5,2000-03-24
84,0.0,80.0,65.0,72.5,2000-03-25
85,0.0,81.0,62.0,71.5,2000-03-26
86,0.0,84.0,64.0,74.0,2000-03-27
87,0.03,88.0,68.0,78.0,2000-03-28
88,0.0,87.0,69.0,78.0,2000-03-29
89,0.0,88.0,73.0,80.5,2000-03-30
90,0.0,91.0,75.0,83.0,2000-03-31
91,0.0,85.0,74.0,79.5,2000-04-01
92,0.0,81.0,72.0,76.5,2000-04-02
93,0.0,82.0,72.0,77.0,2000-04-03
94,0.0,89.0,68.0,78.5,2000-04-04
95,0.0,77.0,59.0,68.0,2000-04-05
96,0.0,76.0,60.0,68.0,2000-04-06
97,0.0,82.0,66.0,74.0,2000-04-07
98,0.79,83.0,67.0,75.0,2000-04-08
99,0.0,75.0,63.0,69.0,2000-04-09
100,0.0,77.0,67.0,72.0,2000-04-10
101,0.0,81.0,70.0,75.5,2000-04-11
102,0.2,79.0,70.0,74.5,2000-04-12
103,0.0,83.0,72.0,77.5,2000-04-13
104,2.35,76.0,67.0,71.5,2000-04-14
105,0.02,85.0,71.0,78.0,2000-04-15
106,0.0,84.0,73.0,78.5,2000-04-16
107,0.0,87.0,70.0,78.5,2000-04-17
108,0.0,86.0,67.0,76.5,2000-04-18
109,0.0,82.0,63.0,72.5,2000-04-19
110,0.0,83.0,68.0,75.5,2000-04-20
111,0.0,86.0,67.0,76.5,2000-04-21
112,0.0,86.0,66.0,76.0,2000-04-22
113,0.0,84.0,60.0,72.0,2000-04-23
114,0.0,88.0,66.0,77.0,2000-04-24
115,0.0,89.0,75.0,82.0,2000-04-25
116,0.0,84.0,67.0,75.5,2000-04-26
117,0.0,84.0,65.0,74.5,2000-04-27
118,0.0,86.0,62.0,74.0,2000-04-28
119,0.0,87.0,63.0,75.0,2000-04-29
120,0.0,84.0,67.0,75.5,2000-04-30
121,0.0,83.0,69.0,76.0,2000-05-01
122,0.0,82.0,72.0,77.0,2000-05-02
123,0.0,84.0,74.0,79.0,2000-05-03
124,0.0,82.0,72.0,77.0,2000-05-04
125,0.0,83.0,72.0,77.5,2000-05-05
126,0.0,83.0,73.0,78.0,2000-05-06
127,0.02,84.0,73.0,78.5,2000-05-07
128,0.0,83.0,75.0,79.0,2000-05-08
129,0.0,84.0,75.0,79.5,2000-05-09
130,0.0,87.0,73.0,80.0,2000-05-10
131,0.0,89.0,75.0,82.0,2000-05-11
132,0.0,88.0,74.0,81.0,2000-05-12
133,0.0,88.0,73.0,80.5,2000-05-13
134,0.0,88.0,72.0,80.0,2000-05-14
135,0.01,91.0,72.0,81.5,2000-05-15
136,0.26,89.0,72.0,80.5,2000-05-16
137,0.0,87.0,76.0,81.5,2000-05-17
138,0.0,85.0,76.0,80.5,2000-05-18
139,0.0,85.0,74.0,79.5,2000-05-19
140,0.0,85.0,70.0,77.5,2000-05-20
141,0.0,84.0,74.0,79.0,2000-05-21
142,0.0,90.0,73.0,81.5,2000-05-22
143,0.11,89.0,73.0,81.0,2000-05-23
144,0.52,88.0,73.0,80.5,2000-05-24
145,0.01,91.0,72.0,81.5,2000-05-25
146,0.0,90.0,77.0,83.5,2000-05-26
147,0.0,89.0,78.0,83.5,2000-05-27
148,0.0,90.0,77.0,83.5,2000-05-28
149,0.0,93.0,75.0,84.0,2000-05-29
150,0.59,92.0,73.0,82.5,2000-05-30
151,0.28,87.0,73.0,80.0,2000-05-31
152,0.0,88.0,78.0,83.0,2000-06-01
153,0.3,88.0,76.0,82.0,2000-06-02
154,0.08,87.0,76.0,81.5,2000-06-03
155,0.0,88.0,76.0,82.0,2000-06-04
156,0.01,88.0,74.0,81.0,2000-06-05
157,0.32,91.0,75.0,83.0,2000-06-06
158,0.85,93.0,71.0,82.0,2000-06-07
159,0.09,87.0,73.0,80.0,2000-06-08
160,0.07,87.0,74.0,80.5,2000-06-09
161,0.03,86.0,73.0,79.5,2000-06-10
162,1.22,83.0,71.0,77.0,2000-06-11
163,0.01,88.0,76.0,82.0,2000-06-12
164,0.0,88.0,78.0,83.0,2000-06-13
165,0.0,88.0,77.0,82.5,2000-06-14
166,0.01,88.0,78.0,83.0,2000-06-15
167,0.0,89.0,80.0,84.5,2000-06-16
168,0.0,89.0,80.0,84.5,2000-06-17
169,0.28,88.0,77.0,82.5,2000-06-18
170,0.0,87.0,73.0,80.0,2000-06-19
171,0.0,87.0,76.0,81.5,2000-06-20
172,0.0,88.0,75.0,81.5,2000-06-21
173,0.0,89.0,77.0,83.0,2000-06-22
174,0.0,89.0,76.0,82.5,2000-06-23
175,0.23,90.0,75.0,82.5,2000-06-24
176,1.09,88.0,75.0,81.5,2000-06-25
177,0.36,89.0,74.0,81.5,2000-06-26
178,0.17,87.0,77.0,82.0,2000-06-27
179,0.0,88.0,78.0,83.0,2000-06-28
180,0.06,90.0,78.0,84.0,2000-06-29
181,0.01,92.0,77.0,84.5,2000-06-30
182,2.72,93.0,73.0,83.0,2000-07-01
183,0.07,85.0,75.0,80.0,2000-07-02
184,0.01,83.0,74.0,78.5,2000-07-03
185,0.19,88.0,77.0,82.5,2000-07-04
186,0.04,89.0,76.0,82.5,2000-07-05
187,0.0,89.0,77.0,83.0,2000-07-06
188,0.0,93.0,77.0,85.0,2000-07-07
189,0.0,92.0,77.0,84.5,2000-07-08
190,0.6,91.0,74.0,82.5,2000-07-09
191,0.09,90.0,77.0,83.5,2000-07-10
192,0.01,91.0,78.0,84.5,2000-07-11
193,0.09,92.0,78.0,85.0,2000-07-12
194,0.13,92.0,76.0,84.0,2000-07-13
195,0.06,93.0,77.0,85.0,2000-07-14
196,0.06,94.0,77.0,85.5,2000-07-15
197,0.32,95.0,77.0,86.0,2000-07-16
198,0.05,90.0,76.0,83.0,2000-07-17
199,0.0,94.0,75.0,84.5,2000-07-18
200,0.04,92.0,77.0,84.5,2000-07-19
201,0.0,92.0,79.0,85.5,2000-07-20
202,0.0,92.0,78.0,85.0,2000-07-21
203,0.36,93.0,76.0,84.5,2000-07-22
204,0.0,91.0,79.0,85.0,2000-07-23
205,0.0,90.0,78.0,84.0,2000-07-24
206,0.31,88.0,77.0,82.5,2000-07-25
207,0.0,92.0,77.0,84.5,2000-07-26
208,0.04,90.0,77.0,83.5,2000-07-27
209,0.04,90.0,77.0,83.5,2000-07-28
210,0.06,89.0,78.0,83.5,2000-07-29
211,0.0,90.0,77.0,83.5,2000-07-30
212,0.0,91.0,81.0,86.0,2000-07-31
213,0.4,90.0,75.0,82.5,2000-08-01
214,1.1,90.0,73.0,81.5,2000-08-02
215,0.06,89.0,76.0,82.5,2000-08-03
216,0.0,90.0,80.0,85.0,2000-08-04
217,0.01,91.0,77.0,84.0,2000-08-05
218,1.13,86.0,74.0,80.0,2000-08-06
219,0.0,91.0,80.0,85.5,2000-08-07
220,0.02,91.0,80.0,85.5,2000-08-08
221,0.03,90.0,77.0,83.5,2000-08-09
222,0.11,92.0,79.0,85.5,2000-08-10
223,0.14,93.0,77.0,85.0,2000-08-11
224,0.0,92.0,78.0,85.0,2000-08-12
225,0.0,93.0,76.0,84.5,2000-08-13
226,0.13,93.0,73.0,83.0,2000-08-14
227,0.71,92.0,76.0,84.0,2000-08-15
228,0.0,89.0,76.0,82.5,2000-08-16
229,0.04,89.0,77.0,83.0,2000-08-17
230,0.96,89.0,78.0,83.5,2000-08-18
231,0.59,88.0,73.0,80.5,2000-08-19
232,0.01,90.0,76.0,83.0,2000-08-20
233,0.39,89.0,78.0,83.5,2000-08-21
234,0.0,91.0,80.0,85.5,2000-08-22
235,0.01,92.0,82.0,87.0,2000-08-23
236,0.0,91.0,82.0,86.5,2000-08-24
237,0.24,90.0,75.0,82.5,2000-08-25
238,0.17,89.0,73.0,81.0,2000-08-26
239,0.04,83.0,76.0,79.5,2000-08-27
240,0.72,84.0,75.0,79.5,2000-08-28
241,0.0,93.0,77.0,85.0,2000-08-29
242,0.19,90.0,78.0,84.0,2000-08-30
243,0.22,89.0,74.0,81.5,2000-08-31
244,0.0,91.0,77.0,84.0,2000-09-01
245,0.0,91.0,79.0,85.0,2000-09-02
246,0.0,90.0,79.0,84.5,2000-09-03
247,0.0,90.0,79.0,84.5,2000-09-04
248,0.0,91.0,79.0,85.0,2000-09-05
249,1.51,85.0,75.0,80.0,2000-09-06
250,0.0,88.0,77.0,82.5,2000-09-07
251,1.19,86.0,75.0,80.5,2000-09-08
252,2.73,89.0,75.0,82.0,2000-09-09
253,0.47,87.0,78.0,82.5,2000-09-10
254,0.31,89.0,78.0,83.5,2000-09-11
255,0.0,89.0,75.0,82.0,2000-09-12
256,1.15,88.0,75.0,81.5,2000-09-13
257,0.2,92.0,75.0,83.5,2000-09-14
258,0.11,88.0,76.0,82.0,2000-09-15
259,0.0,86.0,76.0,81.0,2000-09-16
260,0.56,89.0,73.0,81.0,2000-09-17
261,0.0,91.0,75.0,83.0,2000-09-18
262,1.36,90.0,73.0,81.5,2000-09-19
263,0.0,88.0,78.0,83.0,2000-09-20
264,0.0,89.0,80.0,84.5,2000-09-21
265,0.04,89.0,81.0,85.0,2000-09-22
266,0.14,89.0,79.0,84.0,2000-09-23
267,0.0,89.0,79.0,84.0,2000-09-24
268,0.0,89.0,79.0,84.0,2000-09-25
269,0.0,90.0,78.0,84.0,2000-09-26
270,0.01,91.0,77.0,84.0,2000-09-27
271,0.32,87.0,78.0,82.5,2000-09-28
272,0.03,87.0,76.0,81.5,2000-09-29
273,0.45,90.0,75.0,82.5,2000-09-30
274,0.0,89.0,75.0,82.0,2000-10-01
275,2.61,81.0,73.0,77.0,2000-10-02
276,12.56,78.0,73.0,75.5,2000-10-03
277,0.13,86.0,74.0,80.0,2000-10-04
278,0.25,93.0,79.0,86.0,2000-10-05
279,1.72,87.0,76.0,81.5,2000-10-06
280,0.15,90.0,77.0,83.5,2000-10-07
281,0.0,89.0,77.0,83.0,2000-10-08
282,0.0,79.0,72.0,75.5,2000-10-09
283,0.0,81.0,73.0,77.0,2000-10-10
284,0.0,83.0,71.0,77.0,2000-10-11
285,0.46,84.0,72.0,78.0,2000-10-12
286,0.0,84.0,74.0,79.0,2000-10-13
287,0.0,85.0,70.0,77.5,2000-10-14
288,0.0,84.0,68.0,76.0,2000-10-15
289,0.0,85.0,69.0,77.0,2000-10-16
290,0.0,84.0,69.0,76.5,2000-10-17
291,0.0,84.0,70.0,77.0,2000-10-18
292,0.0,85.0,73.0,79.0,2000-10-19
293,0.22,85.0,73.0,79.0,2000-10-20
294,0.04,86.0,73.0,79.5,2000-10-21
295,0.0,84.0,74.0,79.0,2000-10-22
296,0.07,83.0,72.0,77.5,2000-10-23
297,0.02,83.0,71.0,77.0,2000-10-24
298,0.02,83.0,70.0,76.5,2000-10-25
299,0.0,84.0,69.0,76.5,2000-10-26
300,0.4,85.0,68.0,76.5,2000-10-27
301,0.0,83.0,67.0,75.0,2000-10-28
302,0.0,83.0,67.0,75.0,2000-10-29
303,0.0,83.0,71.0,77.0,2000-10-30
304,0.0,79.0,69.0,74.0,2000-10-31
305,0.0,81.0,64.0,72.5,2000-11-01
306,0.0,81.0,66.0,73.5,2000-11-02
307,0.0,82.0,66.0,74.0,2000-11-03
308,0.0,81.0,67.0,74.0,2000-11-04
309,0.0,83.0,66.0,74.5,2000-11-05
310,0.0,81.0,64.0,72.5,2000-11-06
311,0.0,83.0,70.0,76.5,2000-11-07
312,0.0,83.0,73.0,78.0,2000-11-08
313,0.0,83.0,73.0,78.0,2000-11-09
314,0.0,88.0,68.0,78.0,2000-11-10
315,0.0,83.0,65.0,74.0,2000-11-11
316,0.0,83.0,67.0,75.0,2000-11-12
317,0.0,82.0,65.0,73.5,2000-11-13
318,0.0,83.0,66.0,74.5,2000-11-14
319,0.0,81.0,65.0,73.0,2000-11-15
320,0.0,81.0,64.0,72.5,2000-11-16
321,0.0,87.0,67.0,77.0,2000-11-17
322,0.0,85.0,68.0,76.5,2000-11-18
323,0.02,85.0,70.0,77.5,2000-11-19
324,0.0,82.0,64.0,73.0,2000-11-20
325,0.01,69.0,56.0,62.5,2000-11-21
326,0.0,75.0,51.0,63.0,2000-11-22
327,0.0,77.0,60.0,68.5,2000-11-23
328,0.03,79.0,69.0,74.0,2000-11-24
329,0.37,81.0,72.0,76.5,2000-11-25
330,0.07,85.0,70.0,77.5,2000-11-26
331,0.0,73.0,64.0,68.5,2000-11-27
332,0.0,77.0,60.0,68.5,2000-11-28
333,0.0,79.0,68.0,73.5,2000-11-29
334,0.0,81.0,66.0,73.5,2000-11-30
335,0.0,80.0,63.0,71.5,2000-12-01
336,0.0,79.0,68.0,73.5,2000-12-02
337,0.0,80.0,61.0,70.5,2000-12-03
338,0.0,74.0,55.0,64.5,2000-12-04
339,0.0,75.0,59.0,67.0,2000-12-05
340,0.0,79.0,61.0,70.0,2000-12-06
341,0.0,77.0,65.0,71.0,2000-12-07
342,0.0,80.0,68.0,74.0,2000-12-08
343,0.05,81.0,72.0,76.5,2000-12-09
344,5.06,75.0,71.0,73.0,2000-12-10
345,0.28,80.0,72.0,76.0,2000-12-11
346,0.0,83.0,70.0,76.5,2000-12-12
347,0.0,82.0,71.0,76.5,2000-12-13
348,0.0,82.0,71.0,76.5,2000-12-14
349,0.0,82.0,72.0,77.0,2000-12-15
350,0.01,82.0,73.0,77.5,2000-12-16
351,0.0,84.0,62.0,73.0,2000-12-17
352,0.0,78.0,55.0,66.5,2000-12-18
353,0.0,78.0,53.0,65.5,2000-12-19
354,0.0,55.0,48.0,51.5,2000-12-20
355,0.0,69.0,46.0,57.5,2000-12-21
356,0.05,73.0,60.0,66.5,2000-12-22
357,0.0,72.0,62.0,67.0,2000-12-23
358,0.42,74.0,65.0,69.5,2000-12-24
359,0.01,76.0,60.0,68.0,2000-12-25
360,0.02,75.0,66.0,70.5,2000-12-26
361,0.0,76.0,64.0,70.0,2000-12-27
362,0.25,81.0,64.0,72.5,2000-12-28
363,0.0,67.0,55.0,61.0,2000-12-29
364,0.0,61.0,46.0,53.5,2000-12-30
365,0.0,56.0,42.0,49.0,2000-12-31
366,0.0,67.0,42.0,54.5,2001-01-01
367,0.0,72.0,53.0,62.5,2001-01-02
368,0.0,69.0,48.0,58.5,2001-01-03
369,0.09,61.0,47.0,54.0,2001-01-04
370,0.0,64.0,39.0,51.5,2001-01-05
371,0.0,73.0,50.0,61.5,2001-01-06
372,0.0,74.0,48.0,61.0,2001-01-07
373,0.0,80.0,51.0,65.5,2001-01-08
374,0.0,67.0,47.0,57.0,2001-01-09
375,0.0,69.0,43.0,56.0,2001-01-10
376,0.0,72.0,57.0,64.5,2001-01-11
377,0.0,78.0,56.0,67.0,2001-01-12
378,0.0,73.0,53.0,63.0,2001-01-13
379,0.0,77.0,55.0,66.0,2001-01-14
380,0.0,78.0,62.0,70.0,2001-01-15
381,0.01,79.0,63.0,71.0,2001-01-16
382,0.0,80.0,64.0,72.0,2001-01-17
383,0.0,81.0,69.0,75.0,2001-01-18
384,0.0,82.0,69.0,75.5,2001-01-19
385,0.49,83.0,54.0,68.5,2001-01-20
386,0.0,66.0,45.0,55.5,2001-01-21
387,0.01,57.0,48.0,52.5,2001-01-22
388,0.0,64.0,42.0,53.0,2001-01-23
389,0.0,70.0,48.0,59.0,2001-01-24
390,0.0,68.0,48.0,58.0,2001-01-25
391,0.0,69.0,48.0,58.5,2001-01-26
392,0.0,72.0,55.0,63.5,2001-01-27
393,0.0,74.0,56.0,65.0,2001-01-28
394,0.0,77.0,65.0,71.0,2001-01-29
395,0.0,81.0,69.0,75.0,2001-01-30
396,0.0,83.0,63.0,73.0,2001-01-31
397,0.0,81.0,65.0,73.0,2001-02-01
398,0.0,81.0,66.0,73.5,2001-02-02
399,0.0,81.0,64.0,72.5,2001-02-03
400,0.04,82.0,66.0,74.0,2001-02-04
401,0.0,72.0,61.0,66.5,2001-02-05
402,0.0,75.0,57.0,66.0,2001-02-06
403,0.0,78.0,59.0,68.5,2001-02-07
404,0.0,79.0,69.0,74.0,2001-02-08
405,0.0,80.0,69.0,74.5,2001-02-09
406,0.0,83.0,72.0,77.5,2001-02-10
407,0.0,82.0,69.0,75.5,2001-02-11
408,0.0,81.0,70.0,75.5,2001-02-12
409,0.0,81.0,72.0,76.5,2001-02-13
410,0.0,82.0,71.0,76.5,2001-02-14
411,0.0,83.0,70.0,76.5,2001-02-15
412,0.0,81.0,71.0,76.0,2001-02-16
413,0.0,87.0,69.0,78.0,2001-02-17
414,0.0,78.0,67.0,72.5,2001-02-18
415,0.01,78.0,69.0,73.5,2001-02-19
416,0.0,79.0,66.0,72.5,2001-02-20
417,0.0,79.0,66.0,72.5,2001-02-21
418,0.0,81.0,64.0,72.5,2001-02-22
419,0.0,84.0,64.0,74.0,2001-02-23
420,0.0,82.0,72.0,77.0,2001-02-24
421,0.0,83.0,73.0,78.0,2001-02-25
422,0.0,83.0,72.0,77.5,2001-02-26
423,0.0,83.0,68.0,75.5,2001-02-27
424,0.0,84.0,70.0,77.0,2001-02-28
425,0.0,85.0,65.0,75.0,2001-03-01
426,0.0,84.0,65.0,74.5,2001-03-02
427,0.0,87.0,71.0,79.0,2001-03-03
428,0.63,88.0,66.0,77.0,2001-03-04
429,0.0,75.0,58.0,66.5,2001-03-05
430,0.0,74.0,54.0,64.0,2001-03-06
431,0.0,72.0,51.0,61.5,2001-03-07
432,0.0,75.0,50.0,62.5,2001-03-08
433,0.0,79.0,53.0,66.0,2001-03-09
434,0.05,82.0,65.0,73.5,2001-03-10
435,0.0,84.0,64.0,74.0,2001-03-11
436,0.0,83.0,70.0,76.5,2001-03-12
437,0.0,91.0,74.0,82.5,2001-03-13
438,0.0,85.0,72.0,78.5,2001-03-14
439,0.0,86.0,74.0,80.0,2001-03-15
440,0.0,88.0,75.0,81.5,2001-03-16
441,0.0,87.0,73.0,80.0,2001-03-17
442,1.59,84.0,70.0,77.0,2001-03-18
443,0.18,83.0,71.0,77.0,2001-03-19
444,0.0,82.0,64.0,73.0,2001-03-20
445,0.0,76.0,61.0,68.5,2001-03-21
446,0.0,76.0,58.0,67.0,2001-03-22
447,0.0,77.0,57.0,67.0,2001-03-23
448,0.0,79.0,60.0,69.5,2001-03-24
449,0.0,83.0,63.0,73.0,2001-03-25
450,0.0,84.0,63.0,73.5,2001-03-26
451,0.07,81.0,68.0,74.5,2001-03-27
452,0.0,79.0,70.0,74.5,2001-03-28
453,1.64,83.0,65.0,74.0,2001-03-29
454,0.05,87.0,65.0,76.0,2001-03-30
455,0.55,89.0,74.0,81.5,2001-03-31
456,0.17,83.0,67.0,75.0,2001-04-01
457,0.0,80.0,58.0,69.0,2001-04-02
458,0.0,80.0,68.0,74.0,2001-04-03
459,0.0,82.0,69.0,75.5,2001-04-04
460,0.0,82.0,68.0,75.0,2001-04-05
461,0.13,80.0,71.0,75.5,2001-04-06
462,0.0,82.0,73.0,77.5,2001-04-07
463,0.0,82.0,71.0,76.5,2001-04-08
464,0.0,83.0,67.0,75.0,2001-04-09
465,0.0,83.0,68.0,75.5,2001-04-10
466,0.0,85.0,71.0,78.0,2001-04-11
467,0.0,86.0,76.0,81.0,2001-04-12
468,0.0,87.0,75.0,81.0,2001-04-13
469,0.0,90.0,74.0,82.0,2001-04-14
470,0.0,90.0,71.0,80.5,2001-04-15
471,0.0,90.0,70.0,80.0,2001-04-16
472,0.0,90.0,65.0,77.5,2001-04-17
473,0.0,76.0,61.0,68.5,2001-04-18
474,0.0,76.0,58.0,67.0,2001-04-19
475,0.0,79.0,69.0,74.0,2001-04-20
476,0.03,81.0,70.0,75.5,2001-04-21
477,0.0,82.0,72.0,77.0,2001-04-22
478,0.0,83.0,73.0,78.0,2001-04-23
479,0.0,83.0,72.0,77.5,2001-04-24
480,0.75,87.0,69.0,78.0,2001-04-25
481,0.55,85.0,68.0,76.5,2001-04-26
482,0.0,80.0,71.0,75.5,2001-04-27
483,0.0,80.0,72.0,76.0,2001-04-28
484,0.1,76.0,70.0,73.0,2001-04-29
485,0.06,78.0,70.0,74.0,2001-04-30
486,0.82,78.0,70.0,74.0,2001-05-01
487,0.53,79.0,70.0,74.5,2001-05-02
488,1.72,83.0,66.0,74.5,2001-05-03
489,0.07,81.0,71.0,76.0,2001-05-04
490,0.03,82.0,69.0,75.5,2001-05-05
491,0.0,82.0,71.0,76.5,2001-05-06
492,0.0,82.0,68.0,75.0,2001-05-07
493,0.04,79.0,69.0,74.0,2001-05-08
494,0.0,79.0,70.0,74.5,2001-05-09
495,0.0,81.0,71.0,76.0,2001-05-10
496,0.0,80.0,71.0,75.5,2001-05-11
497,0.0,81.0,66.0,73.5,2001-05-12
498,0.0,84.0,65.0,74.5,2001-05-13
499,0.0,86.0,68.0,77.0,2001-05-14
500,0.08,83.0,72.0,77.5,2001-05-15
501,0.0,89.0,72.0,80.5,2001-05-16
502,0.0,90.0,67.0,78.5,2001-05-17
503,0.0,88.0,67.0,77.5,2001-05-18
504,0.0,86.0,71.0,78.5,2001-05-19
505,0.0,87.0,73.0,80.0,2001-05-20
506,0.01,87.0,76.0,81.5,2001-05-21
507,0.0,90.0,78.0,84.0,2001-05-22
508,2.05,84.0,74.0,79.0,2001-05-23
509,0.26,88.0,73.0,80.5,2001-05-24
510,0.01,83.0,75.0,79.0,2001-05-25
511,0.41,85.0,71.0,78.0,2001-05-26
512,0.06,85.0,71.0,78.0,2001-05-27
513,0.01,82.0,73.0,77.5,2001-05-28
514,0.0,87.0,76.0,81.5,2001-05-29
515,0.0,88.0,76.0,82.0,2001-05-30
516,0.0,88.0,76.0,82.0,2001-05-31
517,1.2,89.0,72.0,80.5,2001-06-01
518,0.07,88.0,75.0,81.5,2001-06-02
519,0.0,88.0,74.0,81.0,2001-06-03
520,0.0,89.0,75.0,82.0,2001-06-04
521,0.43,87.0,75.0,81.0,2001-06-05
522,0.0,88.0,79.0,83.5,2001-06-06
523,0.0,89.0,77.0,83.0,2001-06-07
524,0.0,90.0,78.0,84.0,2001-06-08
525,0.05,91.0,76.0,83.5,2001-06-09
526,0.09,93.0,75.0,84.0,2001-06-10
527,0.0,93.0,77.0,85.0,2001-06-11
528,0.0,93.0,79.0,86.0,2001-06-12
529,0.0,93.0,79.0,86.0,2001-06-13
530,0.0,91.0,79.0,85.0,2001-06-14
531,0.0,92.0,80.0,86.0,2001-06-15
532,0.02,91.0,77.0,84.0,2001-06-16
533,0.45,89.0,75.0,82.0,2001-06-17
534,0.01,89.0,74.0,81.5,2001-06-18
535,0.26,90.0,78.0,84.0,2001-06-19
536,0.0,90.0,80.0,85.0,2001-06-20
537,0.0,89.0,77.0,83.0,2001-06-21
538,1.7,89.0,71.0,80.0,2001-06-22
539,0.37,91.0,72.0,81.5,2001-06-23
540,0.54,92.0,72.0,82.0,2001-06-24
541,0.51,88.0,70.0,79.0,2001-06-25
542,1.0,88.0,72.0,80.0,2001-06-26
543,0.31,89.0,76.0,82.5,2001-06-27
544,1.72,82.0,72.0,77.0,2001-06-28
545,0.14,89.0,75.0,82.0,2001-06-29
546,0.07,89.0,77.0,83.0,2001-06-30
547,0.0,89.0,80.0,84.5,2001-07-01
548,0.31,89.0,77.0,83.0,2001-07-02
549,0.01,90.0,79.0,84.5,2001-07-03
550,0.02,88.0,75.0,81.5,2001-07-04
551,0.0,90.0,73.0,81.5,2001-07-05
552,0.0,91.0,77.0,84.0,2001-07-06
553,0.0,89.0,80.0,84.5,2001-07-07
554,1.47,91.0,73.0,82.0,2001-07-08
555,0.1,85.0,73.0,79.0,2001-07-09
556,0.06,88.0,73.0,80.5,2001-07-10
557,0.46,86.0,73.0,79.5,2001-07-11
